name;age;country;building_code;phone;address
Pearline;3;Nauru;840;3773891620;Ho Chi Minh City
Olwen;14;Saint Vincent and the Grenadines;446;8555948614;Columbus
Mary;11;Greenland;1;3493947500;Oranjestad
Valera;11;Georgia;666;1695406826;Nanning
Kamilah;20;Turkey;666;1214566378;Hyderabad
Zia;18;Kenya;314;6109580732;Guayaquil
Yetty;1;Somalia;878;7880520752;Gibraltar
Georgina;50;Austria;68;0402980477;Horta (Azores)
Paola;24;Morocco;923;9749061743;Kota Bharu
Melodie;59;Uzbekistan;174;4132783701;Nuuk
Susan;21;Falkland Islands (Malvinas);892;4062775824;Ipoh
Hyacinthe;51;Norfolk Island;123;7310155476;Houston
Juliane;49;Mauritania;930;9646623351;Yakutsk
Robbi;11;Jersey;781;4330651838;Jacksonville
Joy;29;Kenya;158;6030406803;Pelotas
Vanessa;30;Pakistan;72;9642485452;Koulikoro
Krystle;31;Italy;943;4818181418;Lima
Caryl;40;Algeria;846;4205393153;Mata-Utu
Glenda;4;Gambia;534;2536059990;Düsseldorf
Marti;18;Japan;605;3191988592;Rio de Janeiro
Cecile;30;Martinique;224;5576745660;Yokohama
Ann-Marie;30;Uzbekistan;588;9655763721;Nukuʻalofa
Drucie;31;Samoa;743;8048289098;Kano
Iseabal;21;Mongolia;714;6807134353;Vientiane
Korrie;48;British Indian Ocean Territory;947;5626322364;Cannes
Janeczka;48;Iraq;248;0747170461;Kolkata
Gerrie;46;Mauritania;981;4794863159;Rotterdam
Brandise;7;Jamaica;563;3134703487;Charlottetown
Mady;53;Cocos (Keeling) Islands;490;6906135550;Stepanakert
Dulcinea;50;French Guiana;849;7213265610;Tucson
Janis;60;Tokelau;372;6372783719;Geneva
Alisha;20;Syrian Arab Republic;161;4817098761;Ndola
Debee;3;Ireland;80;2021667180;Yaren District
Keelia;5;Morocco;536;3829016309;Quetzaltenango
Annora;55;Cyprus;27;0333040731;Thessaloniki
Brynna;8;Turks and Caicos Islands;752;7790757238;Ponta Delgada
Philis;32;Cook Islands;847;2680239434;Charlottetown
Michaelina;41;United States;475;2475998068;Kobe
Josephine;46;Cyprus;830;3616318829;Bahía Blanca
Lory;15;Malta;473;5792793942;Luxembourg (city)
Merry;39;Argentina;496;4158541252;Frankfurt
Karena;3;Wallis and Futuna;821;5365209480;Kyoto
Vevay;58;Guernsey;594;8531777845;Mérida
Pierette;56;Åland Islands;586;9406776984;Belgrade
Mignon;40;Uganda;484;8972890575;Yerevan
Charissa;18;India;244;0560073032;Auckland
Juliane;19;Sudan;686;6354183742;Oklahoma City
Tybie;37;French Southern Territories;247;9467629638;Kingstown
Tersina;5;Qatar;318;7561022000;Guatemala City
Hermione;10;Brunei Darussalam;331;2198691558;Barcelona
Lily;24;Tanzania, United Republic of;675;8521807603;Nouméa
Kirbee;26;Tonga;140;5041294939;Panama City
Bernie;30;Nauru;67;9835577706;Chicago
Florie;59;Chile;159;7690650084;Sitka
Ardys;26;Luxembourg;350;1551708599;Naples
Marleah;31;Timor-Leste;375;9867772409;Banjul
Adelle;41;Macedonia, The Former Yugoslav Republic of;106;7649584690;Pattaya
Aubrie;33;Iceland;661;4858289077;Medellín
Helena;21;Saint Vincent and the Grenadines;901;9476035266;La Serena
Carol-Jean;42;Taiwan, Province of China;226;2810629399;Birkirkara
Nadine;47;Egypt;35;5113962225;San Fernando
Sheree;29;Tuvalu;129;3698210208;Maracaibo
Delilah;49;Niue;193;8948520222;Atlanta
Gilda;10;Central African Republic;45;5505819718;Taiyuan
Minda;23;Dominican Republic;454;6312256207;Greenwich
Aubrie;18;New Caledonia;528;4053300447;Kuwait City
Yolane;41;Marshall Islands;865;0996355546;Kuching
Jaclyn;3;RWANDA;186;2002851321;Wichita
Brena;39;New Caledonia;426;5039927074;Willemstad
Fidelia;41;Iran, Islamic Republic Of;710;2559241087;San José
Wynne;45;Niue;790;2533776498;Horta (Azores)
Molli;22;Burundi;209;9851590648;Baku
Arabel;28;Bulgaria;350;1444253347;Ouagadougou
Adriana;42;Brazil;950;7105926057;Saint Petersburg
Florencia;36;Costa Rica;542;1648466381;Rockhampton
Chastity;40;Cambodia;191;0019037381;Lucknow
Trudie;48;Cocos (Keeling) Islands;847;4993998111;Oslo
Frieda;24;"Lao People""S Democratic Republic";836;7135358886;Brasília
Daune;12;Palau;470;4975947575;Balikpapan
Letizia;20;Cameroon;696;1025626575;Lanzhou
Renae;15;Tanzania, United Republic of;654;0619127372;Roseau
Sonni;42;Saudi Arabia;386;8668253687;Chennai
Wilma;51;Belarus;401;1545662402;Zürich
Ethel;50;Saint Lucia;65;7020624876;Port Elizabeth
Carree;35;Saint Lucia;38;5955129158;Basra
Marita;38;Saint Lucia;773;7695316815;Dongguan
Rebeca;25;"Cote D""Ivoire";278;8752542457;Islamabad
Jan;49;Burkina Faso;173;3834086661;Kuwait City
Talya;4;Burundi;821;1704070394;Port Hedland
Annaliese;3;Liberia;58;4753025420;Makassar
Pollyanna;54;Spain;601;2148880510;Maceió
Sissy;27;Albania;391;6383237630;Nukus
Sara-Ann;52;Gibraltar;144;0774931438;Cologne
Adele;57;Norway;235;1948742587;Ashgabat
Babita;37;Israel;393;8447391849;Ibiza
Etta;3;Bosnia and Herzegovina;467;2742575133;Bissau
Angelique;56;Guinea-Bissau;634;3603414062;Nicosia
Rani;55;Poland;403;1662781042;Balikpapan
Basia;43;Palestinian Territory, Occupied;306;1171161613;Pyongyang
Georgina;49;El Salvador;901;3468878804;Majuro
