name;age;country;building_code;phone;address
Marcy;39;Antigua and Barbuda;284;+01　106 336 7648;São Tomé
Jackie;9;Morocco;214;+1 611 772 1052;Libreville
Hyacinthe;50;Senegal;101;(757 296 4682;Sukhumi
Charissa;45;Mozambique;47;"+1　446)684	6776";Medina
Aurore;30;Cambodia;85;+1 (236) 9483033;Magadan
Ariela;13;Liberia;417;+01 648) 722 8613;Karachi
Fanchon;42;Saint Vincent and the Grenadines;939;629 113 6518;Manchester
Tera;52;Mongolia;820;+1 (918) 168 7133;Ibiza
Chickie;60;Armenia;81;"+1 (429)413 0614";Mexico City
Randa;39;Azerbaijan;67;(280)　096 4535;Montevideo
Zondra;45;Bosnia and Herzegovina;882;+1 (643 220 6799;Johannesburg
Luci;27;Cayman Islands;667;+01 524481 9329;Medina
Collen;43;Holy See (Vatican City State);629;(797)312.2702;Tokyo
Clementine;27;Kuwait;808;(576)	114 6180;Valencia
Gilligan;50;Micronesia, Federated States of;267;909) 998᠎2726;Tamale
Ekaterina;32;Nicaragua;602;(975-273 0582;Beirut
Suzette;24;French Southern Territories;485;+1 388 460	3241;Gaborone
Jessy;31;Turks and Caicos Islands;419;"+01 (743 3921330";Kawasaki
Brana;1;Uzbekistan;176;548 991 4733;Dubai
Gavrielle;39;Estonia;944;399 388 3029;Durango
Marnia;42;Cuba;54;+01 (846 753᠎9564;Alofi
Kalina;30;Congo;781;150 758 1994;Dili
Isa;29;Latvia;384;(706) 164　0742;Cuiabá
Caritta;1;Jersey;779;+1 (522) 898 3125;Harbin
Annora;23;Albania;785;"+1	(848᠎493﻿5869";Madrid
Ronna;54;Australia;861;+1 908 839-9196;Hat Yai
Bernie;57;Philippines;483;"413) 514﻿5479";Macapá
Joleen;45;Guyana;655;+1 (313 758 8967;San Francisco
Arlena;4;Myanmar;295;287)-3234418;Shenzhen
Cecile;12;Botswana;39;(395᠎307	5477;Addis Ababa
Tressa;24;Central African Republic;693;243 488 4377;Port Elizabeth
Susette;18;Argentina;979;+01 776.101 7933;Lucknow
Julieta;34;Bouvet Island;773;"+1 (271
892 4459";Adelaide
Allis;19;Spain;282;(247 282　2456;Thiès
Rhoda;36;Faroe Islands;784;"+01 (274 049﻿8722";Pyongyang
Madeleine;26;Ethiopia;80;+1 (165)　283 9899;Port Moresby
Jemie;53;Cook Islands;690;+01 (614	363	4212;Papeete
Marcy;44;Mexico;486;+1 (243) 098 6629;Kanpur
Carree;57;Sweden;878;"(987) 603﻿9947";Simferopol
Candi;25;Iran, Islamic Republic Of;407;375　549 4143;Tiraspol
Bettine;55;Cocos (Keeling) Islands;346;(604 040.3952;Libreville
Madalyn;37;Viet Nam;104;984)	750-4397;Split (city)
Noelle;48;Hungary;570;+01 892) 718 7629;Cologne
Daune;57;Sudan;394;"+01 (875548 6019";Bloemfontein
Luci;28;Virgin Islands, U.S.;420;"+1(691) 385﻿5887";Thiès
Morganica;53;Reunion;274;"730 431﻿6145";Puebla
Donetta;54;Serbia and Montenegro;202;+1 (226) 921 4338;Rotterdam
Laurene;11;Lesotho;285;"609873-3871";Brazzaville
Nelle;8;Barbados;340;+01 (283)　396 7295;N'Djamena
Carree;37;Netherlands Antilles;960;+1 729)᠎613 4269;Santiago
Tera;4;Azerbaijan;541;306	990 4998;San Diego
Kellen;31;Estonia;873;276 204.0216;Hiroshima
Dode;51;Sao Tome and Principe;142;+1 847) 294 6187;Port Blair
Margette;31;Cameroon;236;+01 (602)512-9818;Havana
Carree;10;Sierra Leone;214;+1 (798) 349 1897;Seville
Liana;3;"Lao People""S Democratic Republic";65;"+1﻿937 313 2094";Prague
Chickie;35;Vanuatu;100;"(671)
955 2389";Xi'an
Danny;34;Germany;593;(349 375 3140;Ashgabat
Gabriellia;44;Estonia;226;(774) 286 0145;Agartala
Teriann;47;Singapore;440;"+01(332) 476 1470";Ürümqi
Minda;7;Senegal;195;"+1
(523᠎938　2759";Mamoudzou
Joleen;3;Namibia;219;(273) 928 0099;Malabo
Clarice;1;Netherlands Antilles;129;+1 (967 732 5982;Dibrugarh
Christy;56;Malawi;311;+01 (072	425 0556;Punta Arenas
Roz;26;Syrian Arab Republic;712;098) 4359736;Stepanakert
Dari;52;Korea, Republic of;326;976) 706 9873;Yokohama
Rani;16;Nepal;423;+01 903) 119 3377;Anchorage
Rubie;32;Djibouti;792;(461 452 4589;Johannesburg
Minda;54;Fiji;438;+1 967 905 5447;Mexico City
Lilith;45;Morocco;785;(832)314 2064;Gaziantep
Shandie;19;Congo, The Democratic Republic of the;80;+01699 7723037;Cuiabá
Rosaline;42;Norway;802;"+1 (565731.3991";Lisbon
Gerrie;12;Samoa;970;+1 938) 123 1684;Kingstown
Donetta;4;Haiti;279;(019) 412 0592;Samara
Peri;17;RWANDA;797;736 341 5834;Bulawayo
Carolina;60;Kiribati;780;(625959 9009;Riga
Dari;7;Iceland;552;"774) 0670381";Douglas
Nariko;6;Burkina Faso;103;796.387 9809;Vilnius
Jerry;4;Thailand;215;(513) 162 1606;Columbus
Brooks;44;India;159;(649-347 3294;Bloemfontein
Brooks;50;China;211;(758) 231 0045;Tabriz
Ofilia;10;Switzerland;830;+01 (108 613 7485;Vancouver
Gabi;19;Uganda;19;(792 178 2694;Pristina
Valli;3;Benin;955;"(569760 1572";Hamilton
Heddie;42;Gibraltar;813;+1 (766) 782 5678;Paris
Betta;16;Virgin Islands, British;48;700) 897 6932;Porto Velho
Kristan;40;Cocos (Keeling) Islands;910;"308᠎5988652";Quito
Ericka;25;Lebanon;861;"(423 853
8306";Port of Spain
Chere;4;Saint Lucia;361;+1 (516 765 5613;Manchester
Carree;34;Falkland Islands (Malvinas);408;"+1(391 101 7319";Palembang
