id,name,age,country,building_code,phone,address
100,Inga,32,Gambia,141,"+84(777) 974-6040"," OindwkTRkXrnLlBHSOS"
101,Berget,48,"Lao People""S Democratic Republic",900,418) 377 2576,nxjT
102,Consuela,31,Swaziland,778,"+3 949) 4629813",gbRpXzuSdPaweA
103,Jackie,34,Czech Republic,296,547) 276.9583,J jTCwoekeQpOFGmYHBVbV
104,Viki,33,Kazakhstan,456,(625) 083 7577,UMMVAXjdHOBjIkbKJJzYQHeZiPZRK
105,Winifred,3,Saint Kitts and Nevis,186,+6260) 152 7462,iScaDlVLuGSmfYwJDjD
106,Amelia,46,"Taiwan, Province of China",615,+0 575) 723　7707,BjIPNuuUpxdxodsugVjTSqCa
107,Orelia,16,India,988,(682) 509 8947,TRNoyVgiRLgDENDoolVEWMKxY
108,Corry,5,Israel,401,050-098.8997,lyCAvMXOtwiiS
109,Gianina,16,Dominica,227,"+86(099) 667	6278",TrZt
110,Ricky,16,Falkland Islands (Malvinas),560,278 6752057," zJhrWsCoGu"
111,Charmaine,46,Guinea-Bissau,590,+01 064᠎465 9673,DsdAeXZTmPKz
112,Lizzie,33,Bangladesh,107,+68 (008) 580 2116,QpFDhlDppjRD
113,Imojean,28,Ukraine,507,(140	353-6757,GVKpGMnjqvoBY
114,Minda,48,Isle of Man,645,"+4 (635) 106﻿1178",C nvIRHQ
115,Leia,2,Czech Republic,660,+6 (201 561 7919,IBGfB
116,Rosabelle,43,New Caledonia,519,+94201 085 0074,pFvFZfE LyKPYpGlZtmYPkHOV
117,Hayley,14,Kazakhstan,841,"+2
302)820 4293",kSya rZoOs
118,Drucie,22,"Tanzania, United Republic of",832,+8(877 285 2710,aqJKfZCScn
119,Ayn,15,Germany,22,+30 590) 036.1641,YnCjE gocMfUonQT
120,Agathe,47,Niger,634,+6 (030) 942 4507,hRNLxuppfwLJvsXyCXntZXZzlJiLZ
121,Charlena,4,Mauritania,556,(772169 9023,wBullxswEJtpqHwotRZ
