name;age;country;building_code;phone;address
Heida;31;Chad;837;+01 (376) 015　8829;Andorra la Vella
Anthia;18;Morocco;197;+1᠎(504) 987-3120;Mexico City
Daryl;57;Bolivia;608;+01 (593)988 2754;Sofia
Sallie;11;Burundi;719;(739) 025 3448;Newcastle
Sheelagh;36;Panama;943;"+1﻿928942 2764";Guwahati
Sadie;41;Netherlands Antilles;347;239) 778 0381;Willemstad
Cindelyn;1;Cambodia;218;"+01 249556 2604";Sofia
Meghann;18;Reunion;439;276) 924 9378;Buffalo
Lilith;1;Haiti;441;012　788 1133;Sukhumi
Carly;12;Slovakia;390;824 7383252;Doha
Alejandra;9;Dominica;247;+01 (529) 076 8421;Zanzibar City
Viviene;36;Burkina Faso;311;+01᠎798) 447 9715;Amritsar
Kalina;41;Netherlands;691;+1838) 635 1058;Curitiba
Johna;36;Hungary;153;+1 285 021 2098;Lomé
Raf;47;Pitcairn;541;+1 648) 444᠎2722;Kaliningrad
Phedra;25;Latvia;436;+01 782) 128 3001;New York City
Annora;25;Palestinian Territory, Occupied;662;284) 1184306;Niamey
Demetris;2;Chad;933;(409) 615 3764;New Orleans
Gloria;55;Mali;965;"+1(791 5316929";Saint-Pierre
Lisette;49;Gabon;707;+1 682 279 4879;Bandar Seri Begawan
Regina;37;Austria;63;267) 038 1310;Dibrugarh
Madeleine;53;Viet Nam;179;(149-310 0362;St. George's
Tori;1;Heard Island and Mcdonald Islands;380;+1 (960 329 0893;Gdańsk
Binny;25;Macedonia, The Former Yugoslav Republic of;290;431 5820079;Xining
Pollyanna;31;Netherlands;784;"(401)931 5168";Angra do Heroísmo
Jinny;33;Burkina Faso;652;"+1﻿(571) 250 6339";Nuuk
Latisha;56;Liechtenstein;901;(837 889 2367;Havana
Claudina;39;Macao;614;"+1 (229)800 5074";Dublin
Tobe;58;Grenada;153;(532 311 3531;Helsinki
Sissy;48;Cape Verde;273;+01 (150 865 4736;Dubai
Audrie;41;Afghanistan;9;+01(024 469 3451;Ürümqi
Magdalena;42;Namibia;818;(274) 521 6262;Port Hedland
Chastity;3;Antarctica;366;(468) 860 6727;Phnom Penh
Nariko;22;Guinea;852;944) 959 0150;Ibadan
Cristabel;33;Russian Federation;866;308) 170 0688;Puebla
Isa;10;Afghanistan;56;+01(487.564 4245;Saskatoon
Ivett;56;Angola;647;"+01	(794
537.8275";Ulan Bator
Alyssa;13;Kenya;863;184 305.4133;El Paso
Mathilda;59;United States Minor Outlying Islands;587;(723.449 1540;Saint-Pierre
Bee;16;Ireland;72;935)-948 1249;Boston
Fredericka;8;Congo, The Democratic Republic of the;868;"(903)﻿5614979";Shanghai
Doro;16;Lithuania;619;(926) 702 7395;Iquique
Sara-Ann;24;Bahrain;969;+1 230759 4670;Khartoum
Leontine;58;Anguilla;557;+01 (207.714 9774;Djibouti (city)
Harrietta;49;Guinea-Bissau;972;+1 (847.357 8014;Samara
Elka;25;Jamaica;321;211) 882 4230;Labasa
Drucie;7;RWANDA;311;"+1 (233
568 6564";Zanzibar City
Estell;32;Costa Rica;901;+01 876) 375 8790;Cebu City
Roxane;23;Lithuania;841;"(356045-4032";Valletta
Hettie;46;United States Minor Outlying Islands;160;+1 (023 3236204;Wichita
Myrtice;15;Greece;262;789) 392-3326;St. Louis
Glenda;32;Italy;807;+01 (828)	264 2953;Blantyre
Nita;35;Australia;490;+01 (060)	167 0705;Copenhagen
Livvyy;38;Senegal;897;"(393﻿561 7820";Toronto
Pamella;47;Solomon Islands;949;329) 150 1138;Cleveland
Karena;10;Jamaica;219;(544	437 3469;El Aaiún
Max;16;Dominica;773;213 077-4666;Durango
Zondra;48;Mauritania;219;"(797.014﻿9228";Honolulu
Benita;35;San Marino;695;(684 908 5263;Jaipur
