id,name,age,country,building_code,phone,address
100,Lizzie,46,Antigua and Barbuda,940,(271) 883 4901,jAVPOkYj
101,Joeann,33,Bermuda,548,+35 (004 307 9359,UblPojumsbTAuUfToKjohvvFR
102,Tobe,1,Honduras,733,+3772 993　1144,yQQQEPVaZAwrDlhx
103,Leona,35,Malawi,543,+08 (168᠎463 0429,yofHoInCKgpK
104,Elsie,16,Slovenia,681,(976 166 7409,FiMQHUHDWhmWVAexFyzdozkjGSZ
105,Jorry,37,Serbia and Montenegro,979,+2 (145 566 8497,LFLwKRgRujzaOMykjQJxXPC
106,Nananne,16,New Zealand,945,+2 (085᠎783.0975,FRP
107,Katharina,37,Finland,424,"+2 (241)
071　6732",LTaWDmHNBtBYnwJYm
108,Yvonne,28,Antarctica,228,+83 (882)-887 3764,LeCI
109,Amara,2,Svalbard and Jan Mayen,775,736)	628 3341,LHqdqYgsDnPsbknfmumzDGOaUmGpo
110,Merrie,4,Belize,936,(167 751	2021,yVIzBS
111,Belinda,23,British Indian Ocean Territory,479,"010)﻿473 0938",hBAP
112,Georgetta,47,Cambodia,133,380) 128	0019,WFMJXiPwLuJuIcyRcAaoH
113,June,13,Kenya,206,"(095)	249﻿6740",qFBLHJUt
114,Nelle,1,Chad,410,"+2478 116
9662",dCVzhKKypp RxMyNEn
115,Berget,11,Bhutan,686,+7 (437) 989 1894,HYcXmqJMBvPdOcWlQSYlvhPFVotw
116,Cindelyn,21,Poland,207,+6 281) 4877880,EKr
117,Tomasina,5,Turks and Caicos Islands,799,"+04	(274﻿018 9220",PoPvhRtkLwkVnbmVQLGM
118,Tybie,33,Netherlands Antilles,780,331᠎420 6423,ZbjKaOLBRgFBlhNANxT
119,Ricky,32,Italy,885,917 412 1689,PtflzPyIGxRaLReygIMnCqDJoK
120,Madalyn,21,Lithuania,927,231) 946	2265,TErqlfyCNzZB
121,Dale,20,Slovakia,57,139.546 3445,vXbRENWCJKhRzLmEzFjX
122,Quintina,47,Kazakhstan,218,(686) 952 9062,GeneZusmTWfcDj
123,Dorene,46,Georgia,743,371 755 7184,LhInaoqRwmCk
