name;age;country;building_code;phone;address
Elsie;23;Nicaragua;721;7087800543;Tampa
Karolina;59;India;538;9684188232;Birkirkara
Latisha;59;Botswana;125;9417933278;Nagoya
Joelly;30;AndorrA;108;7386134117;Karachi
Janey;49;Lithuania;279;0254292271;Sapporo
Ileana;50;Togo;606;7154138488;Lobamba
Ivett;47;Gabon;312;0293680539;Adamstown
Julieta;50;Sri Lanka;907;1504568800;Kinshasa
Rivalee;51;Malta;183;4699125776;Hyderabad
Kaia;30;Aruba;320;5941469775;Chengdu
Kristan;46;Antigua and Barbuda;249;3934514859;Lisbon
Anica;57;Maldives;424;0316626060;Lomé
Jerry;17;New Zealand;370;9582401538;Johor Bahru
Etta;20;United States Minor Outlying Islands;283;1974764653;Abu Dhabi
Emma;16;Dominica;267;0089503304;Hanoi
Hayley;21;Serbia and Montenegro;581;8761654156;San Antonio
Rhea;45;Oman;970;8970697328;Lahore
Viviene;43;Jamaica;630;6633617972;Balikpapan
Jemie;38;Denmark;322;3881475333;Labasa
Roxane;57;Equatorial Guinea;303;0069319294;George Town
Constance;21;Wallis and Futuna;988;5913703157;Abu Dhabi
Chastity;7;Qatar;197;8577414532;Asunción
Kaja;23;Switzerland;422;8651120122;Belmopan
Collen;42;Niue;52;2132959936;Riga
Kathi;14;Greece;446;9533779050;Porto
Johna;40;Puerto Rico;88;7057716764;Kawasaki
Judy;27;Oman;748;1681592985;Tampere
Elora;16;Guam;831;7878524248;Berlin
Maryellen;58;Israel;793;6059782520;Beijing
Julieta;43;Iran, Islamic Republic Of;999;5831600872;Oslo
Luci;4;Aruba;629;1913951765;Antwerp
Ellette;11;Korea, Republic of;144;9666022686;Tórshavn
Jany;20;Japan;446;2520114292;Hanover
Jeanna;43;San Marino;56;8739488482;Podgorica
Ann-Marie;26;Argentina;331;1801597740;Oklahoma City
Dorene;10;French Guiana;25;1404746683;Toulouse
Orsola;5;Ethiopia;945;5866427477;Funafuti
Adore;25;Comoros;458;2798021837;Columbus
Hannis;17;Jordan;378;1989128501;Liverpool
Mureil;60;Malta;793;9755337503;Nagpur
Aeriela;14;Trinidad and Tobago;515;2606969892;Taichung
Chastity;29;Mauritius;761;8061403942;Namangan
Cristine;50;Germany;809;0151795345;Tel Aviv
Dale;38;Macedonia, The Former Yugoslav Republic of;555;3833908546;Vilnius
Fawne;55;Niue;256;0539993147;Miri
Chere;54;South Africa;934;4656732680;Wichita
Gwyneth;29;Palestinian Territory, Occupied;104;1667752647;Bulawayo
Oralee;38;Congo;749;0144575443;Geelong
Fredericka;45;Lebanon;641;9053824639;Saint-Pierre
Frieda;17;Namibia;132;6991843163;Serekunda
Dari;15;Yemen;346;4551923592;Fort-de-France
Merrie;56;Latvia;937;8161004742;Conakry
Christian;34;Mongolia;757;2765316668;Malacca Town
Audrie;42;Cape Verde;841;8845115071;Asunción
Eolanda;2;Belize;716;8668698916;Osaka
Wileen;58;Iceland;762;2462327789;Rio de Janeiro
Brena;42;American Samoa;288;9827583832;Amsterdam
Lorie;11;Thailand;401;2591631665;Rabi Island
Lynde;9;Samoa;117;9314633404;Maseru
Estell;7;Bulgaria;600;1049759556;Funafuti
Arlina;52;Russian Federation;980;0924687418;Santo Domingo
Alex;28;Benin;954;7959127644;Nouméa
Lauryn;5;Mayotte;379;5892008196;Paramaribo
Bibby;36;Azerbaijan;585;6119717671;San Francisco
Roseline;35;Kuwait;390;0632704944;Weno
Alleen;55;Mauritania;559;3798181975;Zapopan
Kelly;47;Georgia;734;0623069814;Raleigh
Asia;27;Portugal;818;0719186507;Cincinnati
Danny;49;Uganda;430;5801971686;Novosibirsk
Deirdre;37;Russian Federation;295;8761795370;Denpasar
Elena;10;Uruguay;249;1010578814;Majuro
Hannis;3;Ghana;537;4652489297;Sucre
Ashlee;24;Liechtenstein;339;0237888299;Petropavlovsk-Kamchatsky
Corly;45;Austria;668;7257637271;Maputo
Roslyn;13;Turks and Caicos Islands;467;7016945358;Chongqing
Angelique;16;Dominican Republic;888;0823112952;Adak
Cindelyn;27;Bosnia and Herzegovina;969;9054091894;Manila
Tonia;35;Macao;486;3697998409;San Carlos de Bariloche
Stacey;39;Suriname;639;9884926555;Split (city)
Rozele;8;Congo, The Democratic Republic of the;826;5708976994;Belgrade
Dorene;48;Paraguay;356;0794767930;Rochester
Daryl;8;Tonga;983;5106407774;Recife
Tybie;47;Turkmenistan;508;5926348162;Kandahar
Kore;47;Egypt;349;8573335331;Manila
Cathyleen;23;Monaco;551;3345280220;Dushanbe
Gisela;26;Somalia;234;4965686229;Astana
Rivalee;15;Peru;648;1901868221;Muscat
Halette;43;Guadeloupe;707;8721424782;Virginia Beach
Randa;10;Moldova, Republic of;373;4146263740;Kuala Lumpur
Camile;50;Iraq;330;2265358845;Yerevan
Nessie;35;Switzerland;923;6819394138;Quezon City
Diena;12;Heard Island and Mcdonald Islands;822;7782099923;Gaza
Dania;12;Korea, Republic of;232;8162480964;Amman
Petronia;48;Honduras;795;2413654352;Phoenix
Georgina;16;Djibouti;325;1547278191;Saint-Pierre
Steffane;9;Kiribati;391;7516091625;Patna
Hannis;4;Sao Tome and Principe;115;4247855567;Milan
Modestia;46;Nauru;777;7288089798;Cartagena
Ninnetta;2;RWANDA;571;6227310337;Tehran
Arlina;4;United States;494;7852967200;Kaesong
