name;age;country;building_code;phone;address
Mignon;31;Uzbekistan;330;1230023360;Minneapolis
Gwenneth;38;Malaysia;918;6256579444;Austin
Aryn;30;Cyprus;51;9563323696;Arbil
Tersina;35;Holy See (Vatican City State);707;7498442313;London
Lesly;10;Antarctica;116;1197384781;Naypyidaw
Lauryn;55;"Cote D""Ivoire";254;4203507016;São Paulo
Dale;42;United States Minor Outlying Islands;298;0380070842;Forked River
Ardys;18;Singapore;837;1633214762;Timbuktu
Letizia;9;Sri Lanka;891;1356009220;Kuching
Shauna;28;Bahamas;677;6402346765;Islamabad
Sheelagh;25;Northern Mariana Islands;385;0761699435;Boa Vista
Miquela;50;Christmas Island;387;7941620852;Oklahoma City
Krystle;15;Germany;92;4490271571;Durango
Barbara;13;Canada;300;1973708775;Naypyidaw
Gaylene;7;Guinea;273;7684361819;Dresden
Clarice;31;Norfolk Island;950;4048507726;Tegucigalpa
Devina;58;El Salvador;183;7635388025;Mexicali
Kirstin;24;Comoros;449;4262118468;Leeds
Clary;48;Sweden;148;3875984424;Porto-Novo
Elka;54;Greece;106;1676809597;Milwaukee
Jaclyn;23;Kiribati;573;0360441167;Thessaloniki
Lory;14;"Korea, Democratic People""S Republic of";334;6897341840;Chongqing
Ezmeralda;50;Brazil;438;8184108025;Thiès
Nickie;58;Guam;762;9018608839;Lucknow
Lizzie;21;Maldives;480;7282732505;Pattaya
Robinia;40;Paraguay;664;7004793225;Mata-Utu
Suzette;7;Falkland Islands (Malvinas);80;2970869800;Marseille
Doralynne;25;Indonesia;237;3132646303;Cincinnati
Harrietta;52;Bolivia;98;7705528126;Yaren District
Blondelle;24;Tanzania, United Republic of;663;4685541417;Conakry
Cyb;21;Kuwait;681;4405114120;Turin
Emelina;44;Nepal;529;8938397722;Sacramento
Molli;25;Denmark;494;6607799904;Cartagena
Caressa;37;Wallis and Futuna;493;2384532721;São Tomé
Ofilia;48;Sweden;42;9791368978;Hagåtña
Kristina;29;Algeria;261;9883954441;Weno
Collen;41;Slovakia;8;2140043664;Port Blair
Asia;28;Sudan;358;4593946758;Dili
Rubie;10;Falkland Islands (Malvinas);878;0207627480;Leipzig
Melanie;10;Heard Island and Mcdonald Islands;909;7377178705;Port Vila
Carmela;23;Montserrat;814;9450266519;Nairobi
Genovera;52;Bahrain;604;0286528533;Christchurch
Vere;3;Pakistan;759;8704486312;Shijiazhuang
Larine;12;Bermuda;79;6716223818;Bogor
Farrah;50;Belarus;218;8565565332;Islamabad
Yetty;45;San Marino;458;6418666599;Hanoi
Alyssa;33;Myanmar;467;3604699692;Yekaterinburg
Tatiania;53;Norway;315;7104158185;Kyoto
Robbi;5;Suriname;828;0286290746;Charlotte
Alleen;8;"Lao People""S Democratic Republic";648;4461139992;Xining
Margalo;8;French Polynesia;863;5904057255;Tampa
Inga;17;Tanzania, United Republic of;427;6004387970;Cologne
Lolita;2;Barbados;144;2022106579;Dresden
Renae;12;Sao Tome and Principe;598;7053401732;Kyoto
Dania;22;Libyan Arab Jamahiriya;808;0827516119;São Tomé
Cristine;22;United States Minor Outlying Islands;600;5349577022;Livingstone
Veda;18;"Cote D""Ivoire";911;5579719021;Port Vila
Jean;52;San Marino;390;9961270182;Belmopan
Rosanne;18;Malta;812;4726071939;Adamstown
Fayre;23;Ecuador;653;3478359478;Fortaleza
Dawn;28;Sudan;894;6788480614;Novosibirsk
Eolanda;45;Bulgaria;402;5280198524;Adamstown
Kaia;47;Sierra Leone;172;9745615790;Moscow
Annaliese;50;Western Sahara;612;2083910990;Banjul
Tera;5;Ghana;37;5232113703;Vancouver
Dianemarie;29;Mongolia;928;7888918286;Bangalore
Aurelie;54;Turkey;658;4237896639;Dhaka
Gisela;17;Central African Republic;598;0566606833;Dalian
Sashenka;19;Sweden;529;3289162566;Muscat
Glenda;29;Bosnia and Herzegovina;829;1557638637;Charlottetown
Lila;2;Trinidad and Tobago;417;8194517110;Medellín
Shaine;47;Greenland;106;5033676841;Tegucigalpa
Peri;33;Timor-Leste;954;4709207155;Kathmandu
Maud;59;Hungary;617;1645417763;Sabha
Taffy;45;Viet Nam;372;4119157189;Frankfurt
Lauryn;53;Dominica;639;4735425539;Birkirkara
Benita;11;Cayman Islands;913;2083768642;Pune
Gabi;20;Papua New Guinea;383;2798904356;Brussels
Aryn;46;Paraguay;430;6876001841;Adak
Minda;53;Singapore;600;0799644388;Guadalajara
Miquela;31;Nicaragua;469;9505504620;Port Louis
Peri;18;Niue;918;8357364551;Kyoto
Bee;56;Austria;754;8424723862;City of San Marino
Ninnetta;44;Fiji;37;0793826055;Maseru
Olivette;46;Nauru;235;2442783784;Riyadh
Marita;10;Cambodia;720;6905310867;Mashhad
Catrina;53;Antigua and Barbuda;290;8787683513;Wuhan
Fanny;16;New Caledonia;565;3804403655;Doha
Kara-Lynn;7;Congo, The Democratic Republic of the;943;0202703299;Antwerp
Leanna;7;China;98;7842363142;Handan
Loree;59;Congo, The Democratic Republic of the;819;5402035829;Kuala Lumpur
Kate;8;French Southern Territories;186;3971139228;Copenhagen
Cassandra;38;Mauritius;995;2473052811;Macau
Lisette;45;Mexico;517;1258734499;Cartagena
Susan;60;Marshall Islands;477;2961455019;Semarang
Adore;1;Svalbard and Jan Mayen;497;8021723586;Tegucigalpa
Edyth;17;Guam;950;9225204841;Jakarta
Karolina;37;Macao;26;0968002429;Milan
Miquela;27;Martinique;487;9256577606;Cairns
Lexine;3;United Arab Emirates;111;4196394417;Taiyuan
