name;age;country;building_code;phone;address
Gusella;51;Singapore;893;2313405445;Vienna
Olivette;26;Reunion;645;9243989493;Hyderabad
Merle;3;Cape Verde;205;3770967638;Kuwait City
Adele;42;Saudi Arabia;126;5609499018;Phnom Penh
Catrina;17;Chile;222;7411949468;Miami
Edyth;25;Austria;902;7618856640;Labasa
Lonnie;44;Central African Republic;297;7128925372;Pelotas
Jeanna;31;French Southern Territories;848;8500107569;New Orleans
Lacie;41;"Cote D""Ivoire";119;5772266871;Charlotte
Linet;58;Norfolk Island;368;7009478500;Virginia Beach
Devina;35;Cayman Islands;848;9455413027;Astana
Gui;1;Dominican Republic;186;0651505586;Singapore
Hannis;50;Martinique;430;0348304894;Jaipur
Sharlene;12;Niue;447;9225340511;Kandahar
Netty;13;Saint Kitts and Nevis;289;7475969317;Hangzhou
Emmey;56;Bangladesh;808;5105781339;Beirut
Dorothy;25;Senegal;631;3990202261;Medellín
Elora;47;Jordan;840;5466033131;Dodoma
Marjie;56;Kyrgyzstan;173;9421834910;Leeds
Noelle;7;Jamaica;883;6601160857;Kano
Annice;16;Kuwait;10;9323156435;Hobart
Heida;8;Montserrat;466;6259622047;Doha
Dione;11;Indonesia;550;8083162819;Gaziantep
Verla;31;Angola;966;3595171790;Nouméa
Lelah;39;Uzbekistan;615;3979672450;Montreal
Atlanta;37;Belgium;737;4349864650;Mata-Utu
Sabina;19;Macao;991;7784358366;Bratislava
Dulcinea;25;Guatemala;884;2460088644;Quetzaltenango
Demetris;10;Romania;102;1631366848;Saint-Denis
Marnia;2;Albania;641;9249176080;Road Town
Kenna;47;Maldives;987;2764615662;Veracruz
Leia;15;Saint Vincent and the Grenadines;604;9030214607;Paramaribo
Tani;11;Micronesia, Federated States of;553;1793969784;Libreville
Ursulina;57;Guam;9;2118923843;Port-au-Prince
Renae;53;Denmark;520;6043646911;Pittsburgh
Ivett;25;Canada;697;6383398087;Livingstone
Beth;11;Macao;208;4066386249;San Salvador
Bobinette;51;Åland Islands;879;3815227715;Baltimore
Nannie;34;Mauritius;591;6444747723;Espoo
Nessie;44;Dominican Republic;310;5735703600;Algiers
Pollyanna;9;Iceland;724;4818692284;Riyadh
Cyndie;15;Iran, Islamic Republic Of;304;1537219163;Luxembourg (city)
Kelly;29;Viet Nam;707;5604031896;Bissau
Natka;55;"Cote D""Ivoire";731;0644599423;Kabul
Anestassia;12;Mongolia;31;0997013909;Lisbon
Viki;25;Ireland;957;1706252481;Hyderabad
Valera;41;Sierra Leone;668;6154776768;Ljubljana
Tami;5;Namibia;949;0051521597;Nagpur
Chastity;36;Malaysia;741;9800328055;Angra do Heroísmo
Viviene;56;Oman;424;5287363028;Tartu
Nelle;52;Bulgaria;230;8771416601;Zhengzhou
Annecorinne;36;Tanzania, United Republic of;320;4823901772;Kansas City
Linet;9;Iran, Islamic Republic Of;29;6161921428;Forked River
Carlie;17;Qatar;809;4864983749;Curitiba
Tarra;25;French Southern Territories;127;5792070968;Veracruz
Meghann;12;British Indian Ocean Territory;344;2512722328;Pelotas
Gale;27;Myanmar;998;8822774248;Vienna
Sean;36;Anguilla;494;6141591980;Santiago de Cuba
Janey;29;French Guiana;293;9743839442;Omsk
Sandie;14;Barbados;53;0749611783;Dakar
Blinni;37;Azerbaijan;336;6715878346;Valencia
Katuscha;6;Fiji;570;0648939523;Alexandria
Marita;41;Sao Tome and Principe;262;6076832544;Bangkok
Collen;56;Canada;319;0059271920;Sofia
Philis;37;Swaziland;88;6514553578;Edmonton
Dorthy;33;Estonia;371;4318645766;Milan
Annecorinne;46;Fiji;835;9998383208;Córdoba
Jessy;51;Costa Rica;440;5467102241;Nukuʻalofa
Layla;11;Romania;288;0858816080;Chengdu
Ericka;50;Bouvet Island;26;9901397536;Kraków
Brooks;60;Sri Lanka;397;0996819113;Prague
Danny;57;Egypt;959;8165783761;Marseille
Bernardine;40;Congo, The Democratic Republic of the;425;3206303124;Calama
Dotty;21;Syrian Arab Republic;92;0202545088;Mata-Utu
Kittie;50;Costa Rica;20;8509616147;Cairo
Gerianna;51;Grenada;354;9526953665;New Delhi
Ricky;15;Myanmar;789;5495414247;Papeete
Sheree;5;Eritrea;592;4787918253;Kingston
Winny;52;Eritrea;884;2860504335;Kingston
Celisse;20;Aruba;532;7419679456;Denpasar
Brena;20;Gabon;927;6196646168;Cape Town
Chere;35;Czech Republic;188;6247377999;Odessa
Wilma;60;Central African Republic;749;7478443889;Dammam
Bee;28;Taiwan, Province of China;975;1304653223;Cockburn Town
Atlanta;3;Portugal;465;0550136861;Santa Cruz de la Sierra
Leeanne;50;Saint Pierre and Miquelon;528;3718856933;Yogyakarta (city)
Ardenia;54;Libyan Arab Jamahiriya;701;9480168553;Blantyre
Rivalee;39;Seychelles;880;1751165745;Zürich
Trudie;29;Barbados;172;2133521375;Odessa
Arlena;11;Denmark;380;0845654380;Harare
Judy;3;Northern Mariana Islands;187;5566239736;Riyadh
Deane;21;United Arab Emirates;498;3366570115;Chongjin
Joy;31;Peru;896;6787085076;Rio Branco
Ivett;33;Macao;702;4844462361;Tel Aviv
Kaja;48;Liberia;406;7404841727;Whitehorse
Florencia;17;Tanzania, United Republic of;201;3063768257;Malabo
Chickie;11;Guyana;421;3099304332;Brussels
Sophia;7;Svalbard and Jan Mayen;38;1527633137;Sapporo
Gratia;36;Cook Islands;331;1687200828;Wollongong
Myrtice;47;United States;986;6311410585;Gaziantep
