name;age;country;building_code;phone;address
Mahalia;57;Italy;260;+01 283 590 6871;Shigatse
Pearline;20;Denmark;699;(135140 7999;Vitória
Debee;21;Myanmar;883;743	720 2850;Hobart
Ninnetta;11;Japan;403;+01 848.427 1837;Sacramento
Albertina;29;Monaco;613;513 303 7462;Virginia Beach
Hettie;60;United States;903;+1 079.424 8026;Mérida
Pearline;59;Cuba;326;(088) 229	9602;St. John's
Alleen;49;Sudan;409;+01 (431) 379-4641;Liverpool
Ada;23;Swaziland;464;(342) 736　2313;Concepción
Clarice;36;Bosnia and Herzegovina;38;+01 324)759 1895;Mersin
Christian;43;Tuvalu;395;"+01 (822﻿492 4870";Cuiabá
Janeczka;46;Turkey;970;+1 899.711 5031;Canberra
Stacey;16;Tokelau;523;"+1 (747
848	7081";Shenyang
Darlleen;53;Malaysia;20;"(090)﻿707 6769";Saint Petersburg
Penelopa;16;Korea, Republic of;731;043 515 1569;Valletta
Gwenneth;5;Bhutan;416;509 502　7473;Saint-Denis
Kaja;60;San Marino;236;(091) 242 9577;Gold Coast
Berta;11;Equatorial Guinea;414;"+01 234) 327
4925";Phoenix
Raquela;55;Faroe Islands;706;134) 046 9263;Chengdu
Shandie;41;El Salvador;651;"+1 (450)﻿379-6694";Budapest
Jaclyn;3;Guinea;305;+01 663 481 6898;Baghdad
Cyb;10;Liberia;606;+01 358-942 8642;Vatican City
Shel;46;Svalbard and Jan Mayen;299;(758 905 4171;Kuwait City
Oralee;48;Namibia;596;(256) 645 0355;Prague
Lucille;22;Saint Pierre and Miquelon;848;"+1
864).036 5628";Sitka
Olivette;34;Taiwan, Province of China;268;689 709 9695;Port Blair
Modestia;33;Costa Rica;8;+01 (581 108 4153;Marseille
Georgina;52;New Zealand;668;474)᠎401 4774;Istanbul
Aimil;8;Costa Rica;742;+01 (649 848 9252;Ibadan
Dyann;49;Philippines;96;(606) 228 7396;Karachi
Tomasina;46;Singapore;670;+1(702) 979 2924;Columbus
Jacquetta;3;Haiti;511;874 351 1640;Bishkek
Joane;44;Mayotte;431;(335) 240 4706;Tallinn
Brynna;44;Christmas Island;14;051) 419 9389;Port-au-Prince
Nikki;58;Netherlands;25;+01 688 9083539;Chişinău
Cordi;56;Czech Republic;30;816) 2358688;Maracaibo
Jasmina;18;Bulgaria;130;+1 (643-043 4663;Santiago de Cuba
Sheelagh;54;Congo, The Democratic Republic of the;8;+01᠎791 4617957;Mendoza
Darlleen;4;Faroe Islands;540;+1 506)-208.4943;Shijiazhuang
Hayley;14;Burkina Faso;45;(142᠎712 5792;Changchun
Cindelyn;5;United Kingdom;717;+01 556) 230 2002;Alor Star
Angela;35;Eritrea;922;071) 095 2287;Stockholm
Mallory;60;Latvia;947;+1	(570 016 3075;Algiers
Camile;45;British Indian Ocean Territory;876;+01 834) 962 3393;Okinawa
Chastity;20;Cambodia;144;"(111
445 8198";Marrakech
Raquela;18;Guyana;808;+01᠎(117)-693-6168;Perm
Janis;50;Guam;581;+01 685 006 8185;Lubumbashi
Sandie;44;Tunisia;631;+01 (703 587.1802;Tartu
Vita;2;United States;310;+1 (296) 177 0335;Tampa
Phedra;12;Reunion;404;+1 711) 087 4743;Tórshavn
Ketti;2;United States Minor Outlying Islands;775;"+1964 320﻿4608";London
Lanae;22;Ecuador;241;131 875 8243;Punta Arenas
Lonnie;39;Albania;840;750) 003 1643;Baltimore
Kayla;52;Barbados;159;"+1﻿(859 105 2530";Santa Cruz de la Sierra
Elvira;51;Oman;152;"+01 351) 1023243";Bulawayo
Jere;20;New Zealand;950;"(702)
325 3879";Houston
Valeda;4;Ghana;672;+1 206) 988 0944;Hanoi
Rosene;8;Virgin Islands, U.S.;202;(888) 066 3479;Shigatse
Kassey;43;Bolivia;58;043) 033᠎8438;Omdurman
Viki;49;Nauru;990;"587) 361
1148";San Carlos de Bariloche
Bibby;12;Afghanistan;147;+1 (581)᠎694 6223;Kingston
Drucie;59;Greece;655;+01 (478 483 1388;Belmopan
Anestassia;58;Ukraine;505;(639) 988.4576;Kinshasa
Yolane;49;Qatar;791;+1	459)	711 2548;Doha
Sarette;22;"Lao People""S Democratic Republic";79;+1 (628744 4893;Monrovia
Zia;49;Falkland Islands (Malvinas);390;"+1
(656 562 0081";Lucknow
Linet;44;Botswana;585;+1 804 636 3419;Port Louis
Morganica;28;Dominica;548;+01 (931 308 6569;Kota Kinabalu
Lisette;11;RWANDA;697;(387)9623274;Cotonou
Tina;49;Zimbabwe;53;+1 (121᠎533	0521;Cleveland
Yvonne;44;Japan;304;+01 (351 441 2205;Douglas
Ebonee;25;New Caledonia;430;(787) 605 2628;Porto Velho
Nariko;53;Cuba;536;"(093) 723﻿7250";San Fernando
Ardeen;1;Costa Rica;993;+1 (400824 0527;Vientiane
Tina;18;Iran, Islamic Republic Of;731;"+1393) 103 7742";Djibouti (city)
