id,name,age,country,building_code,phone,address
100,Ofilia,8,Turkmenistan,67,+0 (802) 267 7616,CiDg
101,Veda,23,Wallis and Futuna,234,"+2	(249) 632﻿9355",IFKrAPUFlJtDIcEQNKRMmPB
102,Arlina,37,Nepal,552,827)᠎0306167,pMWqtIVD WAwLAsDrDKPIRPu
103,Raquela,46,"Palestinian Territory, Occupied",332,(576) 722 7226,PjPY
104,Roberta,27,Togo,303,(794)᠎653 8006,vykhVAUriFeBUaFfNdr
105,Shirlee,4,Albania,309,+7 (804) 852 3692,EDSycTKsQEdtGwxatJMTohblG
106,Verla,37,Mayotte,20,951 732 3221,HGHvjo AKfMadnUXXbioCsCJi
107,Nannie,44,Liechtenstein,504,(777 184 0689,tEaUvxJt
108,Patricia,8,Dominican Republic,842,270) 7521063,d kBzOZOSmIfwmcNAme
109,Sindee,16,Gabon,423,103) 018 9319,xUneyYHNZanJlJujGNM
110,Gratia,18,Åland Islands,677,(887 566-6370,v vy a
111,Lynde,38,Tunisia,864,"+80᠎953﻿718 3715",xwsRCtgdwV
112,Karly,2,Suriname,169,+26 317) 640 6867,OHVJ EfNStuVbaABROpLfm
113,Jessy,7,Croatia,416,+07 566 682	4554,gwaqaApGMqwVDiWBr
114,Lucy,7,Antarctica,981,+2(576) 940 2806,osAPXyVBlwEvQhimrayrY
115,Priscilla,42,Lesotho,586,"+3
(625193 8564",xrqjBkJfsyBubEFibqEzcUYVJMSxW
116,Brana,23,Poland,814,+3 469) 229 5025,nvueXQOIFryKwPjaHp
117,Orelia,23,Equatorial Guinea,507,+0 (544 555 4683,oArQZtyXaxROavsId
118,Tamqrah,5,Guyana,270,"768﻿1280954",wWkRwhPkWDrFLf
119,Steffane,11,Portugal,924,+07 (064)᠎847 4986,RClK
120,Fanchon,46,Tonga,526,"+2 (155)﻿911 5227",eKN
121,Carilyn,16,Papua New Guinea,401,(211) 795 5213,kpdbWzKbdHekRtqgxwIqz JOcsZZA
122,Lorie,46,"Lao People""S Democratic Republic",567,+6 896　009 0803,NltgUmQAfNHEWWLQBxXfyyhqc
123,Cherrita,12,Samoa,69,"+5 (837)240 4058",AFfLrLQKBIdiWQQzHpvn
124,Emelina,19,Ukraine,395,+53 (108)996-7435,"tu "
125,Candy,20,Bhutan,299,(327 712 4939,RkqMBvuMoKkPuRLRfn
126,Mady,7,Palau,587,(419)　025 1795,fFzdUhIPModSJliOisKN k
127,Karly,5,Haiti,114,+81 900) 217 7813,tfs YKAJMtlMPCza
128,Hope,15,Syrian Arab Republic,966,"+03319)163᠎4508",kJHOabeawQwVDb MjupqWCBBzRpnd
129,Hildegaard,11,Malta,52,+01 207)	722 6661,asYJbEasAzUmJJgdxkAFOKRBz
