name;age;country;building_code;phone;address
Xylina;18;Myanmar;653;5527099434;Barranquilla
Linzy;17;Uruguay;17;2524916314;Kuala Lumpur
Tilly;55;Albania;482;0292186689;Birmingham
Joane;11;Uganda;629;8542479878;Raleigh
Halette;54;Senegal;430;1780323829;Abuja
Ira;9;Togo;188;8749406352;Bern
Selia;59;Northern Mariana Islands;845;1358850513;Omdurman
Karlee;14;Liberia;648;7666179711;Kobe
Carol-Jean;33;Heard Island and Mcdonald Islands;875;6038176881;Saint John
Roz;4;Hungary;148;8760535680;Ürümqi
Kathi;58;Zimbabwe;288;9352585165;City of San Marino
Hannis;23;Svalbard and Jan Mayen;802;8556015335;Jacksonville
Wanda;32;Turkmenistan;154;2286089805;Munich
Thalia;39;Malaysia;38;0114924122;Mendoza
Tybie;10;Belgium;205;2624032339;Antwerp
Norine;25;Bulgaria;891;6908757183;Wichita
Debee;23;Guam;135;3674661477;Kabul
Clo;37;Iran, Islamic Republic Of;250;5538474565;Moscow
Mildrid;5;Honduras;710;2590526372;Ibiza
Ilse;40;Ecuador;695;1227029180;Magadan
Lexine;11;Jordan;726;2629791514;Darwin
Berta;39;Hong Kong;351;1887298399;Port Elizabeth
Kayla;23;Malawi;740;7425234117;Ludhiana
Rosaline;4;Maldives;52;2011527945;Tijuana
Mariann;6;French Southern Territories;169;9412890341;Anadyr (town)
Merci;49;Yemen;6;4269032986;Manaus
Shirlee;43;Antigua and Barbuda;809;6044670112;Regina
Phedra;7;Bermuda;434;2222862652;Simferopol
Feliza;38;Mali;153;0538145632;Karachi
Mara;27;Bouvet Island;279;3822694440;Seville
Sadie;17;Guam;492;2979953784;Nanjing
Jessy;17;Mayotte;676;1227975613;Moscow
Chickie;32;Yemen;397;3364825190;Charlotte Amalie
Max;8;Italy;110;7904283197;Manama
Georgetta;54;Lithuania;233;2891762333;Split (city)
Trixi;40;Equatorial Guinea;985;9279022300;Mbabane
Brianna;27;Namibia;486;6158624972;Bissau
Trixi;38;Netherlands;234;3249030858;Yerevan
Kate;48;Dominica;434;9504279516;Agartala
Tori;32;Mauritania;441;1682201440;Adelaide
Trudie;41;Kyrgyzstan;8;5282118902;Davao City
Trudie;51;Japan;56;9660402112;Algiers
Roxane;58;Palestinian Territory, Occupied;638;2413935537;Gaza
Jaclyn;58;Brazil;524;4766765013;Lagos
Lorenza;48;Malta;378;0959656866;Marrakech
Devina;8;Ireland;169;0816591873;Suez
Alejandra;38;Mozambique;167;8007780314;Vatican City
Tobe;16;French Southern Territories;676;9639582543;Sacramento
Jsandye;51;Gabon;849;2676031451;Ottawa
Aimil;50;Haiti;641;0138942021;Gold Coast
Gretal;59;Seychelles;958;2350748789;San Fernando
Vivia;8;Slovenia;579;5103863052;Antwerp
Kore;49;Hungary;761;2570432798;Valparaíso
Rochette;7;Guyana;856;4074895592;Udon Thani
Delilah;26;Senegal;602;2992374764;Manama
Teriann;11;Macao;576;4392445921;Casablanca
Josephine;52;Mauritius;794;5766055053;Split (city)
Marline;43;Saudi Arabia;969;5833401093;Geelong
Sybille;57;Nicaragua;316;8493190000;Adamstown
Kate;31;Benin;11;3095587355;Phoenix
Stevana;44;Thailand;282;6453219076;Belgrade
Melisent;30;Netherlands Antilles;850;6846833914;Casablanca
Alyda;11;Tuvalu;261;2348735225;Brisbane
Gloria;14;Bermuda;907;2898176699;Chengdu
Beatriz;58;Eritrea;142;4112805208;Agartala
Gabriellia;1;Pitcairn;709;9608786590;Bissau
Lilith;30;Christmas Island;30;0640884088;Budapest
Belva;19;Gibraltar;39;1232575305;Udon Thani
Lilith;59;Malawi;273;7134611370;Chicago
Ekaterina;5;Portugal;209;3354529210;Austin
Mamie;30;Antigua and Barbuda;39;7967837866;Basra
Althea;15;"Lao People""S Democratic Republic";161;3983261436;Zanzibar City
Jackie;31;Afghanistan;337;2626553467;Hanoi
Charmaine;21;Solomon Islands;826;2964862238;Pelotas
Laurene;21;Netherlands;195;2672605958;Hamilton
Kate;39;"Cote D""Ivoire";598;5900314864;Mashhad
Gertrud;23;Guinea;250;9983588279;Campo Grande
Heddie;25;Virgin Islands, U.S.;853;9439503986;Algiers
Nariko;4;Sierra Leone;614;0101942217;Saskatoon
Janeczka;39;Suriname;735;0549547374;St. George's
Xylina;37;Gibraltar;612;8143393651;Minneapolis
Rivalee;17;Morocco;714;9552594790;Turin
Shauna;58;Ecuador;213;8055482938;Punta Arenas
Carilyn;15;Seychelles;156;0541916194;Townsville
Sallie;2;Tajikistan;537;8509329513;Boston
Robbi;24;Burkina Faso;29;8055905354;Bucharest
Thalia;56;Germany;852;3117902492;Nizhny Novgorod
Eve;57;Bulgaria;912;4291430300;Tartu
Daune;23;Lithuania;867;3637429060;Hat Yai
Jere;15;Guadeloupe;813;3586120426;Palma
Blondelle;50;Turkey;780;6869944222;Antwerp
Eugine;33;Sierra Leone;262;8230729235;Medellín
Kathi;50;Malawi;95;2876670930;Dallas
Elfreda;44;Montserrat;263;8559329806;Lilongwe
Ekaterina;8;Australia;147;8035777335;Jamestown
Wileen;2;Netherlands Antilles;211;8113329322;Assis
Ida;50;Saint Helena;724;8450410689;Dalian
Selia;54;Tunisia;84;1290876038;Wuhan
Maisey;39;Niger;149;0619039324;Nagpur
Althea;48;Faroe Islands;621;5614369850;Warsaw
