name;age;country;building_code;phone;address
Mignon;59;Tonga;373;+01 872 426 6473;La Serena
Fayre;19;Chile;451;548 265 8650;Johor Bahru
Hayley;34;Lebanon;5;"+01﻿(046) 340 2060";Cologne
Misha;51;Benin;789;"+1571) 382 3919";Brisbane
Aimil;16;Denmark;667;124 540 8015;Livingstone
Cacilie;12;Mauritania;770;"(829) 935﻿8035";Perth
Grier;35;Venezuela;614;+01 (307)	282 5565;Kraków
Aaren;42;Russian Federation;543;493 802 6656;Antananarivo
Chere;42;Kiribati;392;(587 621　3128;Nouakchott
Ninnetta;24;Bermuda;307;+01	023) 701 5359;Los Angeles
Neila;55;El Salvador;660;"+01 (190155 6453";Austin
Kristina;54;New Zealand;51;"+1 370)
248 5347";Las Palmas de Gran Canaria
Brynna;49;Cyprus;978;+01 644) 266 6028;Dili
Leontine;33;Chile;171;346 131 4568;Suva
Frances;9;Palau;591;"+1﻿058 698-7593";Jakarta
Kassey;16;Netherlands Antilles;712;+01 359) 802 2231;Srinagar
Carlie;46;Guatemala;455;+1 (972) 924᠎2937;Horta (Azores)
Heddie;37;Nauru;234;438 458 0192;Udon Thani
Thalia;16;Tonga;329;"+01　(992﻿331 7358";Linz
Di;59;Chad;694;+1 865 617 5613;Mashhad
Claresta;37;Argentina;79;(475) 244 5090;Incheon
Briney;58;Guam;490;(127) 279 4495;St. Louis
Gertrud;38;Belize;634;+01 567 685 3455;Hangzhou
Bertine;1;Samoa;13;101　527 0722;Antwerp
Berta;1;Liechtenstein;460;227 8414823;Warsaw
Amelia;27;Christmas Island;14;"+1 831) 087
9153";Tamale
Leanna;30;Saint Kitts and Nevis;92;"+01
519) 995 4956";Horta (Azores)
Brena;53;Myanmar;867;(251)　170 2676;Belmopan
Cam;38;"Cote D""Ivoire";714;+01(619) 907.0739;Dalian
Penelopa;57;Northern Mariana Islands;430;+1 754 636.5248;Maseru
Vinita;48;Greece;616;"012 427﻿8717";Mumbai
Noelle;22;Bahrain;727;+01　(338) 230 2560;Brasília
Chandra;57;Bolivia;29;208)	777 3609;Serekunda
Rani;4;Anguilla;396;(076 011᠎2370;Vatican City
Kamilah;8;Oman;574;"+1﻿(083　156 9723";Stockholm
Anica;48;Tanzania, United Republic of;861;+01 959) 378 7459;Nicosia
