name;age;country;building_code;phone;address
Frank;34;Serbia and Montenegro;853;(481 770 4707;Toronto
Feliza;12;Russian Federation;309;(444 723 8399;Cairns
Pamella;4;Kenya;246;(729 3510238;Amsterdam
Sandie;28;Panama;426;"(166)	9892053";Minsk
Fayre;41;Western Sahara;493;+1(800) 396 8824;Kuching
Corene;18;Sri Lanka;978;+1 027) 655 5486;Puebla
Jacenta;8;Brunei Darussalam;403;962-734 8230;Berlin
Marline;18;Paraguay;419;"(811
750　7925";Tunis
Hannis;21;Honduras;611;+01(849 932 9593;Osaka
Modestia;22;Fiji;691;+1 (005) 461 9706;Oranjestad
Noelle;14;Tonga;995;096) 984 8436;Banjul
Adelle;54;Tuvalu;997;"(946 024
4819";Guwahati
Tani;37;Afghanistan;964;(478 903 5668;La Paz
Lelah;15;Isle of Man;329;918) 0362190;Rosario
Meg;60;San Marino;353;(032 929 4068;Bahía Blanca
Bernie;49;Seychelles;593;(480 911 2258;Islamabad
Joeann;31;Pitcairn;358;(268047 8395;San Juan
Lyssa;30;Estonia;643;(471) 646᠎1916;Mumbai
Tonia;39;Estonia;37;"+1 (546).327﻿2982";Mashhad
Daune;3;Guyana;347;+1　010 996 6762;Shanghai
Charissa;23;Bangladesh;171;"+01 055)﻿868 4555";Baltimore
Odessa;30;Greenland;800;+01 879) 638 6439;Port Hedland
Nannie;8;Greenland;830;+1 (657᠎592 4434;Virginia Beach
Estell;58;Macao;492;"+01(188 600 8042";Havana
Penelopa;34;Italy;65;139) 084 1408;Salzburg
Gerianna;18;Central African Republic;586;+1 (833 273 5031;Mogadishu
Shaine;44;Uruguay;174;(277 339 8077;St. George's
Elka;20;Honduras;501;(214) 587 9864;Shijiazhuang
Melina;48;Croatia;53;932᠎638 2717;Invercargill
Celisse;53;Colombia;90;031) 787 2856;Palma
Beverley;27;Grenada;671;"+01
801) 810 5292";Tunis
Jessamyn;36;Mali;419;"+1 610)-427
6292";Kota Kinabalu
Marcy;5;Denmark;834;+01 (480)407 4920;Lisbon
Margette;50;Uganda;987;377 106 5524;Pattaya
Kaja;37;United Kingdom;310;"003) 593
6908";Tunis
Fanchon;57;Somalia;297;(997) 574 5896;Sarajevo
Claresta;51;Czech Republic;877;819-319 4005;Kuwait City
Bernardine;35;Namibia;634;+1 444 172 0107;Manchester
Antonietta;59;Virgin Islands, British;183;"+1 765)
147 1749";Mexicali
Letizia;48;Singapore;3;(6940022353;Sri Jayawardenapura-Kotte
Bill;48;Latvia;334;"(233 367﻿7968";Quetzaltenango
Isa;51;Senegal;240;(652	6444992;Ciudad del Este
Kristan;47;Bermuda;579;+1 (211-220 3144;Kanpur
Angelique;28;Japan;538;"+1 (321 772
3383";Shillong
Corina;3;Viet Nam;836;(473) 292 1767;Semarang
Maud;1;French Polynesia;703;+01 886-209 2570;Malacca Town
Magdalena;12;New Zealand;945;"937
439 3125";Kansas City
Aubrie;19;Haiti;857;586) 693 7719;Moroni
Sam;45;Luxembourg;736;+1	(580 9161661;Bishkek
Brena;36;Turkmenistan;727;"973﻿183 0781";Nairobi
Ingrid;13;Bahamas;36;+01᠎724) 590.8732;Miami
Celene;5;Portugal;521;476)　297 8751;Niamey
Alleen;4;Estonia;384;189) 107 1596;Xi'an
Judy;50;United States Minor Outlying Islands;436;+1 (724)　061 8539;Padang
Rosanne;38;"Lao People""S Democratic Republic";702;263 509 6650;Nanjing
Loree;22;Morocco;94;+1 765) 655.2242;Baltimore
