name;age;country;building_code;phone;address
Gaylene;38;French Guiana;700;0862380892;Yekaterinburg
Hayley;53;Costa Rica;459;0876376955;Qingdao
Elbertina;22;Micronesia, Federated States of;481;2889078820;Guwahati
Ebonee;9;Antigua and Barbuda;498;0662819298;Djibouti (city)
Dennie;51;Tanzania, United Republic of;426;0467280507;Nairobi
Johna;48;Niue;962;8393230299;Nagpur
Suzette;27;Armenia;228;8827216754;Salt Lake City
Brana;12;French Polynesia;353;5286787937;Castries
Sidoney;43;Maldives;987;1956693275;Xi'an
Sean;60;Uzbekistan;961;4548356012;Pekanbaru
Hermione;11;Tokelau;459;1384396340;Puebla
Jolyn;48;Saint Pierre and Miquelon;297;7335111303;Willemstad
Gratia;34;Portugal;753;1793100078;Chaguanas
Sabina;18;Barbados;965;2654371850;Jeddah
Stacey;45;Mali;436;5387399823;Hanover
Chere;20;Seychelles;711;6578701172;Yellowknife
Joane;55;Barbados;793;0272690858;Fortaleza
Feliza;20;RWANDA;271;5902738111;Luanda
Amii;25;Reunion;159;0797523547;Pattaya
Tracey;4;Russian Federation;451;5041754295;Mashhad
Nollie;42;Ireland;169;0546846509;Saint Petersburg
Zsa Zsa;57;Djibouti;764;2880840992;Timbuktu
Sharai;28;Bahrain;124;0156305394;Siem Reap
Carmencita;59;Norfolk Island;378;9041265755;Copenhagen
Meg;25;Samoa;573;7146693820;Concepción
Philis;1;China;768;7965357644;Longyearbyen
Wanda;6;Saint Pierre and Miquelon;395;7875374037;Birmingham
Noelle;50;Guyana;6;8863975714;Tokyo
Christal;9;Aruba;746;8624350187;Milwaukee
Dorice;29;Cameroon;336;6266758501;Yakutsk
Aeriela;38;Solomon Islands;774;2403573700;Rabi Island
Renae;35;Palau;18;9020911555;Melbourne
Britni;55;Mongolia;602;8587653924;San Francisco
Wendi;24;Tonga;353;7924657891;Marseille
Allyce;48;Cape Verde;164;5950543762;İzmir
Annaliese;39;Madagascar;198;5367701252;Puebla
Sharai;11;Comoros;133;5774555772;San Carlos de Bariloche
Jemie;9;Poland;877;7378899227;Harbin
Allis;28;Uganda;68;4777639823;City of Halifax
Adele;16;Egypt;637;6756966498;Valparaíso
Lanna;44;Aruba;172;2823004808;Ibiza
Dennie;41;Ecuador;877;8850457734;Lilongwe
Jobi;52;Chad;711;1522887282;Manila
Ingrid;30;Fiji;281;2980315541;Livingstone
Talya;35;Slovenia;455;3332295321;Juneau
Ingrid;47;Bermuda;679;0244472711;Lagos
Kylynn;38;Ghana;72;8305709745;Freetown
Mireielle;33;Guam;568;3201964573;Phnom Penh
Dulce;20;Nepal;872;7801951922;Bucharest
Suzette;50;Korea, Republic of;9;9935529790;George Town
Lita;28;Mayotte;340;1648070020;Ciudad del Este
Selia;46;Turkey;388;7592293374;Nassau
Darci;53;Japan;226;1900042876;Santa Cruz de la Sierra
Eadie;57;United Arab Emirates;333;2590454405;Bursa
Celisse;8;Jordan;759;4256893728;Guatemala City
Paule;55;Uruguay;369;9408257118;Cusco
Carmencita;54;Iceland;797;8417357864;Abidjan
Lesly;12;Hong Kong;413;5458909936;Kaohsiung
June;56;Paraguay;250;2126642906;Port Moresby
Florencia;19;Iran, Islamic Republic Of;349;2469526530;Bulawayo
Brena;25;Mozambique;730;0823111187;Townsville
Ginnie;51;Sweden;637;2564955106;Avarua
Morganica;17;Brunei Darussalam;911;4011926034;Zanzibar City
Valera;7;Bolivia;538;6560549087;Amritsar
Maud;51;Afghanistan;500;3494410494;Guadalajara
Nonnah;36;Micronesia, Federated States of;150;0806842662;Petropavlovsk-Kamchatsky
Deloria;49;Canada;442;3673309943;Gdańsk
Edith;30;Madagascar;447;4790728501;Saint-Denis
Kellen;39;Suriname;679;3971400700;Yamoussoukro
Asia;53;Nigeria;306;1370503865;Tórshavn
Lyssa;57;Egypt;138;3622382724;Yerevan
Tracey;42;Netherlands;708;3987415799;Kaohsiung
Donetta;19;Singapore;184;5078499828;Santiago de Cuba
Aigneis;50;Tunisia;219;5771970705;Kuwait City
Courtnay;52;Svalbard and Jan Mayen;843;6901835191;Bandung
Glenda;21;Pakistan;810;5139474466;Tirana
Donnie;6;Cayman Islands;506;3552063640;Brikama
Jemie;33;Algeria;925;5532588809;Thiès
Tersina;26;Chad;236;6137573544;San José
Devina;32;Belgium;743;9729956361;Saint John
Debee;51;Central African Republic;797;3148022656;Xining
Taffy;7;Nicaragua;649;3630199751;Canberra
Laure;23;Monaco;71;7863022094;Dunedin
Lorie;8;Iceland;359;9542693795;Ljubljana
Fidelia;50;Samoa;930;3826973352;Edinburgh
Blinni;33;Hong Kong;60;7951305669;Kano
Danny;11;British Indian Ocean Territory;713;1729513825;Brasília
Frank;35;Zambia;17;5633426449;Paris
Kaja;1;Sao Tome and Principe;992;1571901933;Antofagasta
Talya;36;Namibia;958;2432301719;Guatemala City
Alyda;27;Grenada;749;5302721066;Tampa
Jaclyn;1;Argentina;221;3700662877;Geelong
Teriann;8;Kazakhstan;410;8006294116;Cebu City
Alejandra;26;Kazakhstan;662;6789885175;Seville
Gilligan;16;Austria;176;7242642845;Shillong
Fayre;18;Syrian Arab Republic;726;7991575704;Managua
Justinn;30;British Indian Ocean Territory;968;0235598341;Asmara
Arabel;13;Guam;943;5003195567;Busan
Grier;56;Suriname;393;9948006472;Ushuaia
Codie;28;Kenya;429;3098279989;Port Moresby
