name;age;country;building_code;phone;address
Imojean;31;Svalbard and Jan Mayen;48;7737944984;Abidjan
Cecile;12;Guinea-Bissau;982;7623639357;Sri Jayawardenapura-Kotte
Florencia;31;Holy See (Vatican City State);897;2598136521;El Aaiún
Renie;50;India;174;2302192392;Riga
Maryellen;9;Japan;160;3526571606;Nouméa
Wendi;19;Iraq;926;6244556572;Iquique
Donnie;47;Swaziland;530;1416921534;Geneva
Janis;19;Martinique;791;1158509849;Amman
Annabela;48;Cape Verde;566;8410921668;Liverpool
Noelle;24;Venezuela;913;5258976979;Longyearbyen
Gilligan;50;Timor-Leste;582;1076339024;Charlotte
Gertrud;7;Papua New Guinea;757;5845096582;Guatemala City
Priscilla;32;Bosnia and Herzegovina;991;1170152671;Makati City
Binny;28;Guam;135;9828645867;Alofi
Hallie;48;Aruba;586;1775911048;Kingstown
Gilligan;7;New Zealand;507;1879662386;Minsk
Sallie;59;Greece;640;5178703831;Skopje
Concettina;12;Russian Federation;568;7690233159;Dalian
Drucie;29;Mexico;848;6487109790;Kobe
Ketti;31;South Georgia and the South Sandwich Islands;640;4954834606;San Carlos de Bariloche
Dari;50;Turkey;743;3674733148;Tianjin
Jean;24;Mali;915;9148022264;Frankfurt
Harrietta;13;Syrian Arab Republic;66;1800772424;Austin
Sharai;29;Papua New Guinea;174;2919861092;Campo Grande
Elena;20;French Southern Territories;939;7019810635;Odessa
Renie;59;Oman;491;5945130931;Glasgow
Dianemarie;12;Georgia;194;8585150536;Toronto
Annaliese;38;Mauritania;756;2896524249;Cotonou
Ashlee;35;Seychelles;863;6179530515;Palma
Riannon;48;Bangladesh;600;4103892303;Guadalajara
Gisela;47;Netherlands;4;7326053849;Lucknow
Janey;59;Guinea-Bissau;155;8351875020;Handan
Gertrud;49;Netherlands Antilles;606;6428440208;Kaliningrad
Zondra;56;Wallis and Futuna;451;3786749127;Abu Dhabi
Kenna;9;Trinidad and Tobago;320;7196114509;Nouakchott
Belinda;40;Cameroon;831;3721966831;Tashkent
Renae;12;Haiti;302;5121052244;Dili
Althea;7;South Africa;974;0912185936;Brisbane
Cissiee;19;Belarus;855;3473774756;Tallinn
Emmey;27;Nigeria;678;0989830844;Dodoma
Chastity;32;Bahrain;316;9623416815;Canberra
Barbi;4;Kenya;899;3577429627;New York City
Gisela;42;Austria;82;4545685966;Rotterdam
Chandra;56;Guatemala;967;4880384650;Fukuoka
Joane;34;Antarctica;510;5042325110;Berlin
Evaleen;27;Netherlands Antilles;919;3367959980;Kota Kinabalu
Steffane;16;Latvia;938;7948208622;San Antonio
Luci;25;Singapore;617;0455057552;Tripoli
Hannis;6;Jordan;903;5018477292;Bogor
Chere;37;Slovakia;687;1452695664;Kabul
Claudina;16;Saint Vincent and the Grenadines;249;3055955700;Blantyre
Nikki;28;Honduras;177;6036447838;Tel Aviv
Renie;1;Guadeloupe;695;8277567808;Abuja
Gwyneth;42;Portugal;503;4082441340;Córdoba
Teriann;51;Australia;299;4451421999;Christchurch
Briney;22;Saint Helena;184;2685989526;Belgrade
Norine;15;Poland;903;5173979279;Dakar
Leeanne;3;Chad;967;6172217285;Dalian
Melina;43;Namibia;170;8043848970;Niamey
Tarra;18;Senegal;76;7898639018;Malé
Odessa;60;Lithuania;743;4928521291;Durango
Shandie;31;Puerto Rico;196;0986140720;Srinagar
Sindee;7;Togo;907;3090349349;Perm
Belva;32;Norway;127;0362992389;Nukulaelae
Donetta;14;Armenia;384;5847946659;Hangzhou
Constance;34;Monaco;229;3161205779;Calama
Abbie;50;Cyprus;417;9387833544;San Fernando
Aurore;27;Burkina Faso;80;3353211035;Istanbul
Tarra;21;Kuwait;95;3645761701;Almaty
Donnie;36;"Cote D""Ivoire";503;8210030761;Port Blair
Layla;29;Guatemala;963;4581233717;Harare
Ivett;48;Cook Islands;328;3458427349;Freetown
Christy;60;Bosnia and Herzegovina;927;4543672613;Tehran
Tersina;16;Kenya;221;3023831924;Ahmedabad
Alia;56;Heard Island and Mcdonald Islands;92;9355724575;Jacksonville
Lynnea;21;Albania;893;4331424683;Belfast
Cathie;21;Cyprus;536;5602146704;Bogor
Gloria;49;Guernsey;150;1184238956;Yangon
Elvira;14;Syrian Arab Republic;709;5359901839;Quezon City
Rosene;53;Fiji;723;9052975867;Córdoba
Lauryn;1;Malaysia;833;7805645340;El Aaiún
Christian;57;Virgin Islands, British;819;5696955715;Dresden
Drucie;8;Nicaragua;761;0204888542;San Carlos de Bariloche
Lindie;5;Hong Kong;235;4540431723;Bangui
Dorice;43;Lithuania;704;3062529871;Liverpool
Gilda;57;Belarus;127;2809867973;Monaco
Mariele;7;Iraq;175;2646179550;Melbourne
Adriana;14;Tajikistan;184;2986199921;Townsville
Daryl;48;Belarus;798;0012426108;Shillong
Vevay;7;Croatia;17;6613899964;Chennai
Carmencita;58;Mozambique;446;1497498317;Kaesong
Kathy;27;Equatorial Guinea;357;1069964644;Berlin
Carmencita;6;Malta;134;8234332078;Saint John
Fayre;6;Angola;501;6065120470;Valencia
Dorthy;37;Guam;141;8334887462;Rockhampton
Karlee;49;Bermuda;88;6438270101;Bandar Seri Begawan
Eolanda;1;"Cote D""Ivoire";24;2348419852;Johannesburg
Penelopa;25;Spain;543;5914773377;Kharkiv
Misha;18;Uzbekistan;277;6505660904;La Paz
Iseabal;31;Kiribati;838;7219409019;Rio de Janeiro
