name;age;country;building_code;phone;address
Aubrie;26;Maldives;511;238) 499 6880;Shijiazhuang
Charissa;24;Northern Mariana Islands;65;"+1 249)589 6197";Pelotas
Winny;11;Sudan;624;"+1 (221)897 9010";Ouagadougou
Siana;40;Barbados;921;179 543 5671;Porto
Mary;25;Mozambique;384;"+01 304 838﻿9313";Guatemala City
Ulrike;57;"Korea, Democratic People""S Republic of";914;+1 (589) 770 6799;Sacramento
Neila;14;Slovenia;220;"+1 266) 0054757";George Town
Christal;9;Brazil;861;+01 432 4782699;Helsinki
Bill;25;New Caledonia;666;311) 397 3056;Alofi
Karolina;19;Netherlands Antilles;316;+1 (791 482 2971;Bogotá
Carol-Jean;18;Uzbekistan;457;057) 487 8905;Hargeisa
Dulce;16;Portugal;389;"+01 467)158 7389";Antofagasta
Fawne;34;Libyan Arab Jamahiriya;872;"+01﻿660) 927 5447";Aberdeen
Vivia;16;Czech Republic;820;+1895) 250 6445;Las Palmas de Gran Canaria
Bettine;43;Madagascar;502;+1 (609) 779 7058;Forked River
Penelopa;39;Zimbabwe;362;"(980)
743 0749";Harbin
Gerrie;37;Antarctica;415;+1 (677) 679 1579;Harare
Betta;20;Barbados;488;"+01 808﻿947	4721";Saskatoon
Selma;52;Northern Mariana Islands;763;031).070 3165;Willemstad
Judy;21;Vanuatu;77;+1 875 176 9714;Iquique
Harmonia;27;Benin;958;334 451 5094;Medina
Jinny;53;Tuvalu;965;020) 521　6632;Ciudad del Este
Kamilah;8;Malta;594;(671) 253᠎7107;Vitória
Shannah;54;Tonga;605;607 046　9001;Yaoundé
Gabriellia;4;Gabon;616;(155 109 6234;Curitiba
Vanessa;43;Ukraine;337;+01 367 934 0149;Auckland
Adriana;25;Lithuania;551;296)᠎460 9159;Las Vegas
Margette;33;Martinique;119;(856 152 3646;Wonsan
Hope;9;Solomon Islands;473;+1᠎787) 052 6256;Cardiff
Tobe;4;Bahamas;171;(844 045	2902;Balikpapan
Annaliese;28;Austria;870;"571)2276036";Bursa
Starla;57;Iceland;758;+1᠎741 622 9539;Guwahati
Sam;49;Central African Republic;765;574) 890 8341;The Hague
Allyce;2;Cyprus;977;+01 (684 424 4346;Antananarivo
Hallie;38;British Indian Ocean Territory;210;+1 793) 255 9543;Innsbruck
