name;age;country;building_code;phone;address
Misha;1;Mali;88;0145798067;Maputo
Adriana;13;Brazil;815;1167859775;Pago Pago
Johna;45;Iran, Islamic Republic Of;417;0501721147;Montreal
Neila;10;Netherlands Antilles;251;5916363750;Ürümqi
Lyssa;25;Holy See (Vatican City State);342;0770826725;Hat Yai
Cacilie;57;Cyprus;511;1397404233;Alexandria
Giustina;41;Holy See (Vatican City State);986;5423391738;Salzburg
Tonia;54;Moldova, Republic of;496;9211161960;Chuí
Laure;11;United States Minor Outlying Islands;695;9980295564;Kandahar
Jemie;47;Netherlands;428;8513006408;Udon Thani
Rayna;10;Benin;827;3353353165;Dublin
Deane;20;Norway;98;4635940354;Tashkent
Konstance;2;Faroe Islands;365;4268562149;Bucharest
Gerrie;20;Equatorial Guinea;530;1278303544;Astana
Willetta;4;United States;135;4086307531;Busan
Blake;35;Sudan;951;2964346550;Lhasa
Ardenia;1;Germany;519;8946170045;Castries
Shauna;40;Suriname;866;0628499517;Córdoba
Violet;32;Cayman Islands;924;5416458344;Shillong
Lindie;25;Malawi;346;3338311079;Yerevan
Christal;48;Tonga;920;0384010319;Chittagong
Dede;56;Nicaragua;678;5367258769;Islamabad
Nita;38;Saint Helena;341;6774386654;Abuja
Mahalia;40;Belarus;477;6569509895;Zhengzhou
Hallie;9;Bangladesh;994;2551154475;Incheon
Doralynne;29;Switzerland;212;5584545727;Shigatse
Roxane;26;Bangladesh;78;2536424392;Amman
Gale;41;Wallis and Futuna;170;4361822860;Khartoum
Alyda;38;Hong Kong;187;5856101147;Invercargill
Brandise;19;Brunei Darussalam;660;2073287593;Blantyre
Riannon;47;Denmark;652;5482115402;Belém
Paulita;37;United Kingdom;924;2298811974;Recife
Vanessa;33;Belarus;697;2167242269;Santiago
Lorenza;13;Niger;88;9123098297;Bratsk
Micheline;54;Eritrea;474;5695463770;Tskhinvali
Roslyn;51;Saint Helena;630;4728487555;Adana
Jean;36;Latvia;944;5637670688;Doha
Ardys;12;Latvia;266;2712400467;Virginia Beach
Addia;25;Burundi;656;0127692239;Valletta
Ivett;52;Norway;748;5288134902;Manchester
Ana;32;Papua New Guinea;993;8970365032;Strasbourg
Raf;33;Guadeloupe;603;7908290866;Nukulaelae
Jaclyn;56;Sri Lanka;668;1547628514;Valdivia
Babita;40;Lithuania;715;8806267332;Leeds
Clo;22;Portugal;87;6106473699;Taipei
Jessy;8;Sudan;173;1430060473;Bergen
Minda;60;United States Minor Outlying Islands;670;3876216635;Praia
Yetty;31;Montserrat;878;1911873616;Mexico City
Blondelle;18;Russian Federation;323;2462419697;Nairobi
Merle;36;Mali;214;2928315569;Colombo
Anestassia;40;Guyana;612;7449943810;Harare
Jsandye;42;American Samoa;79;4301410377;Xi'an
Deloria;50;Bolivia;45;7372783424;Hamburg
Roberta;42;Egypt;538;1461772340;Maceió
Christal;11;Estonia;969;3910367462;Nagpur
Nataline;32;Cuba;680;4816675752;Daegu
Kirstin;44;"Lao People""S Democratic Republic";285;6238163713;Seattle
Briney;53;Hong Kong;944;0346493518;Mersin
Joceline;54;Yemen;158;1377743002;Managua
Merci;12;Antigua and Barbuda;227;0327015868;Tbilisi
Angela;51;Cambodia;950;9480518704;Aarhus
Shandie;49;Moldova, Republic of;528;3919299323;Ibadan
Randa;6;Bahrain;75;8220319137;Douala
Brianna;11;Ukraine;705;6004823145;Conakry
Philis;1;Albania;637;1559111676;Jeddah
Brandise;9;Portugal;120;9851226266;Turin
Regina;46;Haiti;509;8238599743;Sydney
Georgina;52;Israel;845;3924542097;Asunción
Sallie;36;Uzbekistan;243;4168642222;Tunis
Hermione;37;Argentina;348;4458755538;Samara
Lexine;6;Kazakhstan;426;2438612111;Madrid
Doro;16;Sudan;163;9627610377;Portland
Sallie;19;San Marino;377;9296204430;Charlotte
Cyb;18;Oman;623;6283774451;Jayapura
Molli;14;Antarctica;206;0559041542;Indianapolis
Livvyy;26;Hong Kong;245;0462106670;Tirana
Anestassia;57;Saint Lucia;418;5241693097;Forked River
Imojean;16;Tunisia;639;9958067456;Bamako
Gerrie;28;Egypt;925;4089979325;Tallinn
Kamilah;54;Congo;597;2266743687;Dar es Salaam
Sara-Ann;24;Lithuania;728;6972479416;Palma
Tarra;33;Niger;991;2563235284;Suva
Vivia;28;Syrian Arab Republic;940;4641630612;Tagbilaran
Agnese;33;Malaysia;768;8298513629;Hong Kong
Tani;16;Swaziland;339;0167810153;Dakar
Brena;21;Gabon;128;0192821878;Yaren District
Lita;57;Senegal;137;5778699845;Malé
Kathi;6;New Caledonia;221;0398162625;Durango
Antonietta;24;Iraq;873;1961232138;Brisbane
Hayley;28;Vanuatu;786;8899625691;Pattaya
Rozele;6;Poland;225;4758034818;Vilnius
Ashlee;35;Kyrgyzstan;302;6842437650;Lisbon
Yolane;21;Mayotte;809;1122770831;Paramaribo
Felice;21;Iraq;264;4526927334;Tripoli
Roxane;32;Sao Tome and Principe;657;8798844306;Port Vila
Sallie;26;Kyrgyzstan;962;3374228536;Mandurah
Olwen;20;Bulgaria;609;4583080094;Melbourne
Jobi;12;Ecuador;824;4754680195;Las Palmas de Gran Canaria
Linet;12;Yemen;662;1316113181;Johannesburg
Selia;18;Guinea;922;3969758571;Chişinău
