name;age;country;building_code;phone;address
Liana;12;Moldova, Republic of;549;736) 683 4049;Kawasaki
Kaja;43;Western Sahara;176;842)᠎599 6139;Townsville
Tracey;38;Antigua and Barbuda;14;"+01 (476).9336771";Tiraspol
Magdalena;39;Denmark;446;+01　(772) 849-9531;São Paulo
Raf;25;Turks and Caicos Islands;715;823) 1393137;Assis
Bibby;9;Chile;737;+01 440) 404 9253;Bratislava
Misha;50;Indonesia;743;(637) 713-4132;Surat Thani
Christy;33;Kyrgyzstan;961;+1 (484) 199 8033;Rio de Janeiro
Jeanna;9;Nigeria;230;(522)᠎031 2732;Mexico City
Molli;21;Comoros;893;447373᠎5561;Iqaluit
Jinny;10;Burkina Faso;581;+01(948) 682 9505;Phoenix
Tobe;24;Kenya;894;(754 019 6445;Iquitos
Margette;6;Vanuatu;547;+01 (728 976 6675;Milwaukee
Alyssa;37;Ecuador;110;+1᠎510 640 6622;Abu Dhabi
Helena;59;Serbia and Montenegro;269;457 672.9481;Bangui
Renae;28;Costa Rica;148;"(3838160445";Novosibirsk
Fina;16;United Kingdom;539;+1 (095) 595-2267;Samara
Ermengarde;6;Congo, The Democratic Republic of the;493;(414) 895 0988;Srinagar
Shauna;57;Lebanon;755;+1	199	559　6888;Maceió
Lindie;53;San Marino;633;+1 514) 756 2896;New Delhi
Alisha;13;Hong Kong;968;622 035 4928;Port-au-Prince
Atlanta;52;"Lao People""S Democratic Republic";988;008 464 5798;Jersey City
Janey;37;Iran, Islamic Republic Of;43;(911 129 7942;Brisbane
Harmonia;44;Jordan;390;+1 (467 164 6033;New Orleans
Corene;38;Cook Islands;466;091)　750 1696;Fredericton
Christian;43;"Lao People""S Democratic Republic";29;744 418 1605;Ibiza
Tani;9;Netherlands;638;162 804 5570;Detroit
Di;59;Wallis and Futuna;808;(890) 877 3481;Newcastle
Candi;56;Guinea;542;"311)110 8364";Port Vila
Glynnis;10;Turkmenistan;205;"+01 044928﻿6137";Louisville
Cassondra;54;Jersey;423;+01 (257)	986-9946;Vladivostok
Kate;37;Gambia;236;+01 (711).0752733;Kraków
Jaime;52;Palestinian Territory, Occupied;929;(605)-315 1274;Zhengzhou
Nanete;46;Viet Nam;6;+1 937-095 4276;Thimphu
Glenda;8;Sao Tome and Principe;264;(891 807 9822;Wuhan
Tilly;36;Christmas Island;978;"+1(887
189 8234";Rosario
Kara-Lynn;32;Turkey;974;+01 468 358 0329;Gaborone
Gilligan;14;Slovenia;58;"+01
(728 682 0910";Guadalajara
Krystle;40;Western Sahara;178;+1 019 682	9303;Salzburg
Kimmy;11;Syrian Arab Republic;325;"+1 (924)
363 0398";South Tarawa
Meghann;52;Trinidad and Tobago;358;"090)﻿022 4481";Xi'an
Kristan;46;Paraguay;469;899) 054 2548;Pontianak
Mallory;22;Guatemala;275;937)352　9561;Faisalabad
Adriana;57;Monaco;624;+1　060) 198 3993;Labasa
Tani;10;Pitcairn;163;+1　(005) 636 6667;Macapá
Kaja;49;Tanzania, United Republic of;141;243)　047 1988;Ambon
Roberta;51;Mauritius;501;"431 6795387";Port of Spain
Elka;23;Benin;909;"+1 931)893﻿5744";Udon Thani
Brana;58;Germany;464;(636 973᠎2093;Kansas City
Karina;21;Timor-Leste;322;+1 557 646 3153;New Delhi
Nessie;37;United Kingdom;57;+01	(076) 143 8111;Guatemala City
Nadine;12;Congo, The Democratic Republic of the;549;879).426　0230;Boston
Theodora;42;Kenya;320;"+1﻿(351-432.4013";Yangon
Aigneis;37;Pakistan;592;+01(376 8691419;Simferopol
Ekaterina;50;Azerbaijan;99;+01 (406) 511 9423;Tiraspol
Misha;4;Latvia;816;+1᠎747) 368.9499;Agartala
Dawn;23;Sierra Leone;286;"(165) 423﻿2317";Port Said
Ilse;21;Saint Lucia;264;"+01 (022
909.1565";Phuket (city)
Pierette;25;Cyprus;190;"+1﻿991316-1471";Palembang
Agnese;6;Turks and Caicos Islands;758;+01 (633 454 9315;Baltimore
Sheree;41;South Georgia and the South Sandwich Islands;113;"(835) 159﻿9483";Cayenne
Oona;15;Martinique;862;815 9390774;Hangzhou
Coral;60;Jordan;681;"(916﻿168 7755";Reykjavík
Carree;44;Guyana;212;264　271 1797;Novosibirsk
Anestassia;44;Tonga;340;+1　(244)-729.0936;Roseau
Morganica;26;Bouvet Island;251;553).777 3376;New Delhi
Farrah;26;Mayotte;984;034)-882 2683;Omsk
Dorice;45;Eritrea;498;(011 875 1642;Malmö
Daphne;29;Western Sahara;501;"(345)﻿571	2415";Abu Dhabi
Dorene;56;Swaziland;292;844) 953 1385;Banjul
Ashlee;10;Luxembourg;305;+01 679) 275 3472;Dublin
Jacquetta;28;Uruguay;899;(000) 130.4488;Paris
Berta;32;"Korea, Democratic People""S Republic of";944;+01 (137-870 1948;Santa Cruz de la Sierra
Corene;5;Cambodia;729;+01 (067) 367　6663;Monterrey
Gale;26;United Arab Emirates;123;"+01782﻿659	8681";Changchun
Deane;41;Panama;670;"(687) 339
1195";Juneau
Madeleine;13;Saint Kitts and Nevis;802;350 241-0255;Vatican City
Laure;52;Bouvet Island;150;(946) 150 8704;Bloemfontein
Gilda;40;Morocco;331;293) 604 4080;Saint-Pierre
Bertine;45;Niger;420;"+1598
612 5870";Barranquilla
Minda;47;Bangladesh;158;(189)994 8017;Graz
Susan;8;Mali;89;"+1863 316 0196";Dhaka
June;1;Oman;949;047) 304 6449;Anchorage
Kristan;60;San Marino;385;"687)804 0465";Odessa
Fina;19;Samoa;13;"239)235 2123";Tirana
Ericka;38;Mauritania;553;(831)	3491502;Brisbane
Elmira;56;"Korea, Democratic People""S Republic of";861;"(719344 2769";Omsk
Flory;51;Bangladesh;391;(289) 699 5248;Denpasar
Emmey;5;Uruguay;198;+1831) 190 3074;Sana'a
Latisha;50;Greenland;409;"+01 144)335 4190";Porto-Novo
Elka;15;Colombia;733;682) 086 8220;Porto-Novo
Tiffie;20;Saint Vincent and the Grenadines;277;876)417 5255;Wuhan
Harmonia;40;Norway;408;+01 421 241 1349;Nairobi
Ronna;22;Kuwait;914;"+01984 192 1559";Nice
Jolyn;50;Congo;477;367) 557-8157;Ambon
Ericka;14;Cook Islands;630;943)᠎871᠎8140;Harbin
Binny;23;South Georgia and the South Sandwich Islands;940;558) 167 8079;Guadalajara
Bettine;54;Maldives;862;887 250 9311;Maceió
Cherilyn;20;Uruguay;415;067) 269 9523;Basse-Terre
Taffy;34;British Indian Ocean Territory;218;751)104.2302;Hiroshima
