id,name,age,country,building_code,phone,address
100,Diena,12,Iraq,266,(860 440.3990,sUZTJIqztsRQqmI
101,Meg,30,Marshall Islands,675,+87(318) 712 8827,FdsRpSMi
102,Thalia,2,Algeria,961,+6 512 983᠎4470,KPcYdsbzqbMDmph
103,Tani,5,Romania,924,329) 124　5306,YKbFssfSAJooK
104,Amii,30,Maldives,29,+3 (746) 867 4908,SViiwlbXFDZhjfYhmg
105,Sashenka,17,Saint Kitts and Nevis,510,+1 536 761 5051,aoDbUkGTwIkYceykJjFmbvZSkTy
106,Hope,27,China,693,+3 (105 598　8901,GfivrFlh kBDgMaCG
107,Perry,44,Ecuador,10,"+57445)694 1549",qenCKCbCElRcMGlXQqskLH
108,Modestia,19,Peru,183,+0 691) 357-9329,UsoqXWdMEmUkK
109,Jinny,20,Martinique,79,"+36 (470﻿967 8842",XZpboLBvxsAGzGvfrvFIUPcYmf
110,Anestassia,10,Malaysia,721,"+7　971 885
6603",PaGTPydzfGwaXUbDOlfS
111,Merry,36,Iceland,442,+9 (596 0455063,JYVQlyAcCCJioAJ
112,Ernesta,46,South Africa,808,+04 (899 562　2176,XRieUWYwZfvxIvucVSaKnMdQflI
113,Marguerite,21,Italy,225,+6 (829) 703　1749,zlNQDKWyCWYwacUdecysWZdKdFuP
114,Lucille,30,Djibouti,253,"+7(754᠎354 1103",HMGkYpAlWBSpXfovMLLcLA
115,Lucy,10,Montserrat,563,"811)﻿885	8847",uzECs IWEveHqIB
116,Ardenia,49,"Korea, Republic of",222,(428) 687 9836,mHYdUIijbvsqHfqzkuPDJoxrntubu
117,Myriam,28,Ghana,761,+5 442 402 0146,a dmGtKnraqZUqh
118,Genovera,40,Brunei Darussalam,509,"526)
675-5168",Jm cAyZhiDFYtUmASnAOV Y
119,Eolanda,44,Fiji,418,+6᠎(929	389 1236,eGOVZIoRKdFnwc
120,Nataline,18,Turks and Caicos Islands,663,220) 056 6452,HsIuIovYIyBErU
121,Kassey,31,Timor-Leste,488,+1 (662 385 1567,VldCfGnoehYzHfTLiQmDyKCrvh
122,Rhea,33,Svalbard and Jan Mayen,542,632) 440 5886,bsRMezTKjycNlrEtEjVXGZ
123,Paulita,47,"Moldova, Republic of",768,"620 2623554",WWhfPgwkR
124,Kylynn,46,Somalia,152,"+17﻿846 877﻿6309",MTFaRiVrrildkMMraRnm CG
125,Katleen,45,Morocco,402,298 808 7383,IPUqlcWNs
126,Abbie,10,Singapore,659,+57390 717 2465,suoWOdjRHkWKnRrbLIovs
