name;age;country;building_code;phone;address
Vinita;6;Azerbaijan;494;"+01
(706　228 6632";Columbus
Viki;26;Burkina Faso;751;+1 973) 830 8949;Bogotá
Barbara;59;Tonga;94;559 118᠎7932;Kigali
Carilyn;30;Kiribati;917;"(072﻿941 1419";Changchun
Lanae;22;Nicaragua;69;890) 086 8327;Iqaluit
Jeanna;51;Mayotte;145;+01 (302) 766 3838;Luxembourg (city)
Gavrielle;29;Ireland;94;"+01﻿(9053718280";Puerto Williams
Lenna;10;Niue;515;(386 142 9712;New York City
Margalo;31;Cook Islands;767;"436)﻿059 5830";Brussels
Violet;40;Kazakhstan;731;"(694-268﻿9766";Harare
Zondra;9;Germany;100;(070 146 9863;São Tomé
Marsiella;1;Antarctica;659;+01	268) 975 5469;Tartu
Anica;26;Afghanistan;701;(752 086 4043;Shanghai
Hope;30;United Arab Emirates;890;+1 624) 9999299;Philadelphia
Reeba;32;Yemen;108;(682) 267.6489;Samara
Harmonia;59;Liechtenstein;888;(198 170 9768;Timbuktu
Margarette;44;French Guiana;266;246 772 9806;Yaren District
Ermengarde;12;Seychelles;487;870-825 4693;St. Louis
Susette;2;Equatorial Guinea;291;"(447) 5357135";Valdivia
Tina;59;Seychelles;582;115.9169537;Chengdu
Veda;60;Mozambique;546;663) 661 6358;Las Palmas de Gran Canaria
Sophia;18;Ecuador;715;110 004 3128;Budapest
Arabel;4;Denmark;807;+01 (886 984 2760;Manzini
Moyna;41;Heard Island and Mcdonald Islands;223;194 963 9359;Leipzig
Selia;50;Lesotho;487;321 545 4336;Murmansk
Asia;30;Serbia and Montenegro;90;083) 792 9172;Baghdad
Oona;36;Bulgaria;888;(090) 261 5777;Cape Town
Wanda;24;Cuba;179;+01 (554　524.9777;Malmö
Aubrie;6;Holy See (Vatican City State);393;(262652　0356;Reykjavík
Karina;43;Kuwait;940;+01 325-440	6199;Cannes
Lory;2;"Lao People""S Democratic Republic";760;"+01﻿(109 283 8052";Kraków
Aili;9;Somalia;719;+01 (531 473 8220;Malé
Merry;40;Trinidad and Tobago;679;(471)260 7319;Guatemala City
Louella;24;Poland;355;(988 6403143;El Aaiún
Clo;26;American Samoa;581;+01　209) 987 0469;Cockburn Town
Sashenka;8;Belarus;618;+01᠎(957) 808 0783;Anadyr (town)
Hildegaard;48;Monaco;354;(514 194 1956;Okinawa
Angela;47;French Polynesia;899;"+01 386 514
6976";Oslo
Joy;11;Macao;63;(352 175 0922;Johor Bahru
Antonietta;20;Swaziland;141;+1 527 184 7338;Hamburg
Carmela;49;France;674;987) 6398335;Mersin
Kimmy;17;Belize;794;(542) 382 3290;Okinawa
Evaleen;21;Dominican Republic;883;"+01(770) 8834024";Frankfurt
Emelina;3;Mozambique;896;+1 (325 3690479;San Juan
Merry;45;Korea, Republic of;188;+01 601 513 3725;Bahía Blanca
Dacia;7;Cook Islands;776;+01 (213) 590 6985;Antwerp
Marylou;6;Bahrain;125;+01 (756) 625 6950;Avarua
Ilse;54;Angola;58;"(746) 7086475";Kingston
Karly;9;Cambodia;768;"+01
(338203-9488";Wellington
Dulcinea;51;RWANDA;745;"+01 937)　1650666";Linz
Elmira;60;AndorrA;902;"997 348
8225";Casablanca
Madalyn;14;Palestinian Territory, Occupied;145;729) 800 7438;Cuiabá
Linzy;50;Cuba;17;+1 (752 402 4445;Fairbanks
Pollyanna;17;Croatia;76;(579 909 1224;Road Town
Tamqrah;40;Macao;433;"+1
(787)	766 7193";Banda Aceh
Flo;21;United States;550;"451) 347
2909";Tallinn
Brana;59;Jamaica;105;+01 088) 479 1240;Addis Ababa
Esmeralda;60;Dominican Republic;834;(816 080 8911;Pontianak
Laurene;34;Germany;583;+01128) 638 3932;Zamboanga City
Letizia;52;Mali;764;(776) 279	3448;Yogyakarta (city)
Merle;21;Indonesia;767;421802 1579;Lhasa
Harmonia;1;Albania;299;+01 (624 721 4133;Medan
Frank;52;Italy;267;+1 180᠎498᠎4629;Hilo
Tersina;56;French Southern Territories;319;+01 (248) 746 0021;Sofia
Nariko;29;Fiji;341;+1 (584 112 0735;Douala
Ardys;10;Belgium;734;+1 (834 487 3812;Calama
Oona;17;Sao Tome and Principe;458;(428 161 3124;Fortaleza
Wileen;43;Poland;431;(364) 772 3959;Nantes
Valeda;45;Tunisia;861;"(705)664 5539";Nanning
Ottilie;27;Congo;544;+01 195　331 2767;Bangalore
Edee;8;Isle of Man;961;"+1 029) 217
8346";Los Angeles
Robinia;8;Thailand;907;"+01﻿(041﻿153 7784";Macau
Florencia;44;Christmas Island;282;(233) 461 1566;Lima
Felice;55;Guadeloupe;546;(257) 204 2793;Colombo
Mathilda;3;Peru;204;+01 (093) 202 7454;Fortaleza
Kamilah;53;Belgium;919;(711 307 0097;Milwaukee
Felice;42;Congo;794;+1 (837) 645	1712;Basse-Terre
Kristina;21;Singapore;515;"+1﻿(794) 376﻿9564";Cusco
Elie;50;Bouvet Island;647;+1 (358) 135᠎6349;Christchurch
Tonia;7;Azerbaijan;909;"+01 428)826 3200";Tokyo
Adele;16;RWANDA;586;(288᠎567 7052;Boa Vista
Shaine;16;Chad;223;(535-736 1444;Banda Aceh
Ellette;44;South Georgia and the South Sandwich Islands;307;589) 453 2515;Quetzaltenango
Willetta;37;Palau;380;867 539 1592;Mogadishu
Marsiella;50;Israel;917;"+01 (880) 443
4127";Douala
Ira;23;Bhutan;815;554 148 7807;Da Nang
Dede;25;Swaziland;800;+01　231) 086 9632;George Town
Juliane;40;Isle of Man;591;"134) 0746005";Bergen
Mariele;43;Lithuania;883;"518)
400 7107";Kathmandu
Jan;3;Uruguay;457;"+01 (319)961 1889";Francistown
Sean;18;Malaysia;468;323 241 1473;Moscow
Max;37;Lithuania;569;"+01﻿579)﻿759 4162";Semarang
Susan;36;Niue;697;+1 (374 961᠎5785;Ilhéus
Rani;23;Mayotte;395;+01᠎494) 419 6130;Detroit
Audrie;40;Monaco;379;060 100-6633;Paramaribo
Imojean;38;India;330;+1 (044613　9627;Calgary
Jacenta;57;Canada;573;+01 268 429 6990;Almaty
Bee;5;Paraguay;214;+01 341) 907-8487;Tashkent
Leia;25;Germany;921;794 397 9127;Tampa
Sandie;18;San Marino;847;(063	767᠎1283;Okinawa
