id,name,age,country,building_code,phone,address
100,Cam,13,Benin,913,+63᠎769)176 4701,LjWbGC
101,Mureil,45,Guernsey,599,790)-494 4853,CDSrpECdcQAHbBCGPjBhPqoapsgtD
102,Ericka,10,Cook Islands,263,+76 (874 584 1940,xoexKEpkjIJOfkd
103,Vevay,40,"Taiwan, Province of China",199,"(248) 304﻿8539",PoEOgJorJuc
104,Lulita,49,Solomon Islands,528,(072).553 6211,DWDmLkiGjwZgoE
105,Olivette,5,Papua New Guinea,380,"597877 3233",ElzTNrV xgP
106,Darlleen,16,Cyprus,625,(934 581　0040,QobliLfDgmHw tTZF oIuWyQDyaG
107,Florie,22,Burkina Faso,151,528　1274364,cObl
108,Ileana,37,Samoa,325,+47 485) 673 9949,s fiTJTVBpYVP
109,Gale,17,Tonga,795,+3(684) 303-8949,OJaQiBBuWuQym
110,Miquela,14,Sweden,787,"(729 555
4079",fRjHdG
111,Allyce,50,Greenland,108,043801 6022,YgkTXMTrD
112,Gavrielle,46,Oman,923,+0᠎386 022 4831,j plWw
113,Tracey,38,Svalbard and Jan Mayen,49,"349
7631981",qQpTqesZkDFgOn
114,Dotty,15,Montserrat,537,+33 (367) 371 9567,uiZo  YMilvXvJ
115,Marti,17,French Southern Territories,985,+27 7692986104,DEyHMnVIsSpqlRieJGixAKwPMWV
116,Hope,25,Belize,886,+6	(284 774.9239,OBFTdleorWQAi
117,Noelle,30,Norfolk Island,913,+84 (564 806 0833,LeGFBZfI
118,Lanae,38,Bouvet Island,373,+5 (784 547 1807,Vpditqvh Wjhu KCK
119,Wendi,28,Guinea-Bissau,753,(322)᠎3877335,lIqIUL
120,Albertina,35,Bulgaria,556,"(013) 680﻿5427",kwCrvcGZF pAFJqX
121,Dione,19,Turkmenistan,943,"+6	9688124186",FI wlxgxxNvTHdqw
122,Petronia,47,Venezuela,963,478) 152 9118,AeNvLzYqNByXqBLhdf
123,Leontine,33,Poland,148,113 512-0225,xHqUuQDXiDpLQQtu
124,Cathie,7,AndorrA,461,"+8 (973 2607187",sOlmmhpvnqGg
125,Caryl,43,Estonia,814,920) 423	7089,kcpFoNGeOTrUuVrIc
126,Mireielle,42,Antarctica,625,"+02 314) 4286466",bEYnHu
127,Ardenia,32,Guernsey,721,"(988 679﻿9713",LKvCREiSjzcstGkwzxuDgdzOU
128,Roslyn,48,Turkey,305,098 626 6726,rnh
129,Corina,31,Poland,668,+5 (162) 215-6654,POXMNRkhISypjStH
130,Georgina,14,Guinea,704,+01 (652　135 9439,ikdMkNJpmeIWvHtHzswHa
131,Minda,5,Belgium,719,705 576　1084,OdyFehYajnh
132,Corry,5,French Southern Territories,39,999 803 9469,DaPBIOb hnMqZTIVEsUqGTW
133,Lanna,6,Tuvalu,639,+5᠎984) 675 8958,RftzVwPKupJ
134,Debee,3,Netherlands Antilles,374,+4 (929)	255.5770,JbSGTQtWMDQLlNUrTB
135,Mathilda,22,Hungary,223,"048) 5706739",nmVAYjFEIWRrNkOotWGSwtq nBZB
136,Harmonia,31,Kenya,4,(367)　727　0937,cVDRffED
137,Paule,21,Sudan,803,(969-871 3524,G oxH
138,Phedra,11,El Salvador,561,+83	023).158 8349,qOKdS
139,Debee,49,Ireland,91,(584 2437238,PrcSpyLNgObuJCIyhcC
140,Yvonne,49,"Korea, Republic of",476,(400 968 9972,TOIhYfikifXxKIrgPHlEhtNsR
141,Sybille,21,Cameroon,482,"958)703 5780",vpQKWagLzhPezzCJwF
142,Shirlee,23,Jersey,710,+9 (145 180 2661,AUYGIfmfrxCCSLgdudxMAKmIvH
143,Norine,23,New Caledonia,196,"603)﻿298 5523",LtyLPFOObanyjNPeYJFVXpRO
144,Zaria,32,Swaziland,583,+04(618 145 2967,AuGN
145,Johna,26,Viet Nam,444,527972	3841,uwErIVZPB
146,Nannie,14,"Virgin Islands, British",304,476) 660 7264,GdnysEhGgDmplNcAMInb
147,Lindie,2,Isle of Man,683,+7 (471 207 0012,LcLqCf
148,Roberta,50,Guyana,657,056241 2039,jzZ ziwhzppfjhQSogGZ
149,Deane,18,Saint Lucia,837,+9 (055 802 3069,slMCSwAKdQvODQHJjvHYzhlWy lc
150,Netty,30,Spain,375,(728) 214 7981,rhezPOXsejagVurmEGOOvzlLR
151,Nadine,25,Comoros,233,+3 459) 835	1216,eFbxi
152,Ginnie,3,Greece,279,"+5﻿(674)　715 2606",uUwEisiE
153,Katleen,39,Colombia,540,+72 (584) 985 6673,DSUfsuBccwTPhvZfzoxHplZ
154,Ana,37,Australia,555,(615) 103 8034,rHY
155,Elena,13,Northern Mariana Islands,353,+53᠎997 973 6038,wCPZZK
156,Jacquetta,33,Gibraltar,414,105078 5544," XbWjNEwSMMiyILwcByeNxMR"
157,Selma,43,Croatia,801,+82 373) 551 9150,BpFsEZny
158,Riannon,6,Cocos (Keeling) Islands,776,(635 8402902,TTAktlSIwFAmlXJOce
159,Cassondra,12,Tonga,973,+8 592) 441 7559,"rpHnvMViYxEJAotdkUwtRay "
