name;age;country;building_code;phone;address
Britte;21;Cape Verde;60;7361011722;Zapopan
Neila;22;Bermuda;66;5017946050;Innsbruck
Ilse;15;Gibraltar;868;1743753091;Antananarivo
Joeann;2;Monaco;342;5563190326;Mersin
Courtnay;44;Nigeria;805;8001973256;Milan
Adelle;29;Belize;989;6411577524;Gaza
Emilia;13;French Southern Territories;482;9122237184;Darwin
Hayley;45;Bosnia and Herzegovina;774;8398671398;Cairns
Mary;36;Eritrea;306;5175065970;Saint-Pierre
Fanchon;15;Congo, The Democratic Republic of the;546;2679132683;Tripoli
Leia;20;Nicaragua;238;8738638632;Louisville
Anthia;19;Oman;487;0201476693;Columbus
Juliane;14;Comoros;949;2966214511;Brisbane
Grier;43;Lithuania;469;8173722870;Innsbruck
Demetris;1;Azerbaijan;502;8436086382;Innsbruck
Margalo;31;Netherlands;623;2718367470;Seattle
Katuscha;48;American Samoa;233;6830343931;Jinan
Dulce;60;Turkey;929;5638195894;Brazzaville
Oona;48;Jersey;131;4320328332;Guatemala City
Raf;49;Antigua and Barbuda;765;4032285259;Saint Petersburg
Amelia;36;British Indian Ocean Territory;227;4255392599;Doha
Hayley;53;Malaysia;824;9627643522;Bishkek
Tamqrah;14;Dominica;585;4739238385;Koror
Dorothy;16;Liberia;789;2730533970;Jakarta
Pamella;20;Vanuatu;936;0715289589;Durban
Elka;21;Turkmenistan;349;8600081514;Udon Thani
Yolane;18;Brunei Darussalam;139;1947029969;Aberdeen
Tatiania;1;Wallis and Futuna;486;8158680833;Amman
Kaia;43;Brunei Darussalam;323;5552938233;Chengdu
Arlina;17;Panama;842;8838473018;Abidjan
Perry;30;Austria;766;9448371311;Kingston
Maye;25;Sao Tome and Principe;478;6759438319;Serekunda
Lily;39;San Marino;347;8160990935;Quetzaltenango
Lita;34;Afghanistan;251;6623858942;Bloemfontein
Shauna;29;United Kingdom;614;2477605275;Namangan
Annora;1;United Kingdom;84;8087583162;Serekunda
Malina;36;Wallis and Futuna;549;8976014532;Antofagasta
Gavrielle;31;Guinea-Bissau;150;8288193508;Liverpool
Mamie;56;South Africa;302;1454262786;Vancouver
Dione;31;Lesotho;771;3357229127;Singapore
Ezmeralda;43;Panama;273;9207110407;Bamako
Jolyn;51;Uganda;796;4507149806;Tel Aviv
Constance;25;Netherlands Antilles;9;2744231971;Perm
Dennie;9;Finland;92;7985499194;Bulawayo
Elena;3;British Indian Ocean Territory;792;6779883562;Kiev
Fredericka;43;Angola;876;3780886372;Townsville
Bertine;17;Mozambique;76;2522539780;Faisalabad
Britte;10;Sao Tome and Principe;211;1279032268;Cusco
Jessy;14;Morocco;540;6419798479;Veracruz
Chandra;59;Chile;911;0646169511;Riga
Nonnah;26;Guam;407;0156096718;Fairbanks
Shel;60;Australia;393;9397019916;Turin
Janeczka;40;Guinea;538;0474502956;Vienna
Konstance;22;Barbados;382;4476326175;Rockhampton
Modestia;4;French Polynesia;572;1320424838;Campinas
Nyssa;48;Qatar;730;5997430794;Agartala
Marline;23;Spain;346;1664025882;Yakutsk
Nerta;43;Zambia;137;5043990820;Bucharest
Hildegaard;36;Zimbabwe;68;3638833439;Durban
Sue;50;Viet Nam;195;8582516168;Milwaukee
Celestyna;12;Saint Kitts and Nevis;730;2704922106;Koror
June;12;Grenada;756;9637016120;Serekunda
Marsiella;4;Guyana;74;5673697481;Nice
Charissa;38;Åland Islands;281;7938482787;Odessa
Jsandye;17;Seychelles;684;1643088377;Koulikoro
Rebeca;15;Åland Islands;400;4729718880;São José dos Campos
Regina;45;Nepal;195;5536276362;Durango
Calla;5;Saint Vincent and the Grenadines;694;2555514840;Chiang Mai
Kirstin;3;Thailand;653;5121815601;Ibadan
Bill;48;Dominica;285;1450018886;Perm
Raquela;33;Heard Island and Mcdonald Islands;668;7364660140;Gaza
Teddie;46;Falkland Islands (Malvinas);567;9421081791;Norilsk
Robbi;32;Tonga;657;3197588730;Lisbon
Ira;6;Faroe Islands;148;1731687409;Chihuahua
Robbi;34;Hungary;293;8258829096;Porto
Jenilee;31;Morocco;150;1548476591;Turin
Gui;10;Latvia;366;0018760245;Nanning
Fanchon;44;Sao Tome and Principe;156;2997094864;Manaus
Rivalee;37;Turkey;488;0544626152;Ankara
Petronia;46;Panama;738;9480440637;Stanley
Lexine;14;Falkland Islands (Malvinas);177;7845190341;Ibadan
Nadine;2;Pitcairn;460;7466640886;Francistown
Hermione;35;Samoa;913;9662712627;Petropavlovsk-Kamchatsky
Barbi;48;Canada;133;3340331134;Zapopan
Jacquetta;20;Uzbekistan;964;8235489137;Fort-de-France
Leia;32;Northern Mariana Islands;430;9752846421;Port Blair
Celisse;27;Slovakia;298;8012311437;Chaguanas
Flo;4;Belarus;811;9470987338;Yaren District
Nelle;48;Bahrain;696;1444485683;Manaus
Aimil;22;Russian Federation;241;1091943334;Istanbul
Deirdre;52;Angola;606;2484906693;Edmonton
Kamilah;12;Isle of Man;773;4954666983;Padang
Jemie;58;Svalbard and Jan Mayen;734;9470759254;Blantyre
Annice;51;Belgium;25;6790890388;Banjul
Harrietta;60;Kenya;407;3406113220;Milan
Elie;22;San Marino;222;8078173443;Abuja
Laure;17;Colombia;223;6071724025;Invercargill
Vere;20;Tunisia;972;8222858078;Guadalajara
Cherrita;12;Denmark;529;2524129825;Whitehorse
Chastity;17;Finland;594;9789541469;Warsaw
