id,name,age,country,building_code,phone,address
100,Tiffie,33,Hungary,470,788 065 0228,HbqilLLw
101,Wileen,6,United Arab Emirates,637,(984) 820 0691,jTqMogUflkz
102,Augustine,1,Uzbekistan,329,+2 444) 467 6972,GJnfzkOsB
103,Merrie,8,Zimbabwe,258,(326) 6624125,MRQCnzJhXqqWzcrFpRNJMj
104,Carmela,3,Haiti,830,100)　579 3703,mONfrKKX
105,Dari,29,Comoros,963,+51 805 728 8229,Xfjd
106,Yvonne,28,Kazakhstan,219,853 249 7558,KNxebWZVYilAANv
107,Leanna,19,Equatorial Guinea,736,"+25 685924
0463",GFqDG
108,Liana,28,"Virgin Islands, U.S.",618,(289 781 6769,ymGTBKjFlAtSFXF
109,Dominga,19,Venezuela,511,+75 118) 641　1275,YiBD pvtHuSRPyzCv wlRqbZp
110,Emylee,23,Dominica,276,881)843　8022,YhpkOWndBITYzH
111,Gianina,8,Bulgaria,413,+42 (545 011 2208,wqhomgpGfnscMsnhefsg
112,Sean,15,Comoros,97,319 505 4464,UfJgbhgqIrKfnaPaw O
113,Tami,15,Slovakia,539,"(865 475﻿8597",DWiMuao
114,Carol-Jean,8,United States Minor Outlying Islands,646,"+3 (370)﻿162 4394",akSShjzyfYJiLe
115,Ileana,26,Mongolia,471,"+9﻿953) 251 8596",dne UmrNkY
116,Karena,32,Barbados,424,"013)
796 6900",OJepJluhYAmJFVyBko
117,Mireielle,3,Dominican Republic,937,087)815 8724,JZJjSkOdxfjklkhkUjrxO Mq
118,Hildegaard,1,Burundi,831,907) 3294347,LPecpiMksq
119,Rhoda,34,United States,816,(874)᠎510 4568,DzDX
120,Molli,41,Georgia,169,+8 330 362 6076," KwkBtugxdWrSzrEoKl"
121,Cassandra,50,"Korea, Democratic People""S Republic of",452,"442 4703016",chyYzyYRuSaKyW
122,Melisent,26,Samoa,920,"+19
(648 617 8515",dIxdgDUXPsdlBNGAAniUq
123,Carol-Jean,27,Brunei Darussalam,452,419).408 4496,YnNvu
124,Caritta,49,Puerto Rico,69,+2 (350) 697 1724,Kot
125,Gertrud,31,Croatia,773,+1 (907) 612 8017,QuQVuDXtURADTws
126,Julieta,30,Costa Rica,106,"+4 005) 669
3786",wHemMuRmDrO IsdRDJbj
127,Netty,20,Japan,957,913) 981-7812,urKmuRM
128,Millie,13,Japan,732,(330᠎824 7795,XkGmpIixGGUZTBV
129,Shannah,34,Qatar,137,+32 (975) 917 7866,rpvGRXqLmfRksCGfxJpVrb
