name;age;country;building_code;phone;address
Alameda;2;Argentina;727;3650223043;Turin
Phedra;37;Kuwait;744;7669664768;New Orleans
Gretal;7;Slovakia;846;2398018898;Chuí
Carolina;33;Solomon Islands;559;8006537857;Norilsk
Oralee;53;Italy;910;7017880707;Bangkok
Alie;20;Marshall Islands;984;2223136177;Ulan Bator
Oralee;56;Ecuador;706;2864256591;Tashkent
Korrie;32;Mauritania;219;7174890880;Surat Thani
Basia;55;Gambia;620;2421196660;La Paz
Goldie;41;Marshall Islands;692;2305999853;Prague
Babita;24;Kyrgyzstan;179;9456433501;Iloilo City
Marinna;2;Nigeria;132;6463834724;Hargeisa
Desirae;31;Seychelles;450;4978329339;Ahmedabad
Anestassia;60;New Zealand;275;6158877029;Murmansk
Mamie;42;Latvia;940;4943867136;Chongqing
Norine;15;Antigua and Barbuda;662;8876388371;Zhengzhou
Ivett;32;Israel;190;3089514652;Santo Domingo
Cristabel;6;Denmark;282;0757763988;Santiago de Cuba
Vanessa;29;Peru;122;8706546322;Toulouse
Fidelia;34;Lebanon;516;1379623160;Sofia
Teddie;40;Bahamas;573;8720374461;Paramaribo
Mildrid;22;Saint Vincent and the Grenadines;307;8243125247;Regina
Marnia;29;"Cote D""Ivoire";634;6049828668;Denver
Lucille;36;Slovakia;602;7973486199;London
Cristabel;39;Kyrgyzstan;854;3424426303;Conakry
Tori;24;Taiwan, Province of China;732;4601086957;Okinawa
Zondra;1;China;605;7415502557;Gibraltar
Annabela;5;Mexico;4;7812838186;Chongjin
Marinna;9;Gabon;448;7186858371;Davao City
Beatriz;8;Guinea;322;2893509681;Peshawar
Agnese;15;Holy See (Vatican City State);830;8039097637;Bloemfontein
Sherrie;30;Bermuda;221;9860328002;Lagos
Sandie;1;Algeria;505;6743512102;Santiago
Tani;57;Morocco;926;0973584272;Quito
Lyssa;50;Barbados;709;1478443310;Recife
Myriam;47;New Caledonia;822;4301684059;Port Moresby
Jessamyn;60;Slovakia;831;0203099414;Port Vila
Meghann;26;Yemen;101;4638333743;Lagos
Natka;25;Tanzania, United Republic of;526;8277269818;Alor Star
Elka;60;Turkmenistan;399;7632969681;Nagpur
Dyann;49;Armenia;874;0850661954;Norilsk
Florencia;4;Tunisia;454;4490139341;Port Said
Claresta;25;Isle of Man;437;7609305067;Zamboanga City
Britte;1;Qatar;187;8881360827;Saint-Pierre
Marline;59;Sierra Leone;730;1817601751;Batticaloa
Gratia;24;Isle of Man;813;8493448964;St. George's
Kimmy;4;Austria;847;9309832428;Toronto
Dale;36;Ecuador;65;7809565252;Kuwait City
Merci;40;Niger;693;2302575858;San Carlos de Bariloche
Dyann;27;Estonia;501;9069089986;Leipzig
Nerta;6;Micronesia, Federated States of;605;7304329017;Xining
Roberta;53;Heard Island and Mcdonald Islands;988;5290893799;Nouméa
Mariann;34;RWANDA;756;2775025549;Málaga
Charlena;60;Åland Islands;274;0549225674;Havana
Suzette;51;Togo;315;4644771581;San Salvador
Winifred;27;Guyana;499;7626389384;Cork (city)
Elsie;54;Uruguay;1;9427523463;Manama
Vinita;17;Qatar;826;8601038284;Osaka
Sarette;16;Denmark;787;1893556782;Malabo
Rozele;56;Saint Kitts and Nevis;197;2882430752;Luxor
Karly;15;Macao;778;0834087392;Honiara
Chere;37;Malaysia;442;4293380304;Udon Thani
Marnia;36;San Marino;842;9934441459;Ipoh
Kimmy;13;Costa Rica;314;2485597238;Santo Domingo
Chloris;11;Norfolk Island;769;6942254745;Hanga Roa
Dacia;31;Bermuda;506;7485171467;Paris
Vanessa;34;French Southern Territories;480;9756341293;Vienna
Madeleine;44;Benin;39;6841631570;Almaty
Vita;35;Kuwait;26;8874791544;Osaka
Merrie;52;Hong Kong;593;7615046153;Miri
Cherilyn;27;Singapore;57;5830790596;Santa Cruz de la Sierra
Kassey;37;Netherlands Antilles;668;7032295579;Leeds
Silvana;37;Ethiopia;390;2318686748;Stepanakert
Millie;22;Fiji;611;9532256100;Kota Kinabalu
Raquela;8;Nepal;615;3572181261;Handan
Diena;36;Monaco;951;5528767493;Tunis
Millie;3;Spain;125;3675642294;Koulikoro
Beth;47;Switzerland;18;2701685929;Madrid
Doralynne;15;Christmas Island;617;4995756568;São Tomé
Karly;22;South Georgia and the South Sandwich Islands;454;1500191619;Budapest
Andeee;31;Ecuador;570;4692839131;Vancouver
Danika;11;Equatorial Guinea;578;0392336251;Thessaloniki
Anthia;39;Eritrea;52;2555930189;Malmö
Tabbatha;17;Micronesia, Federated States of;244;8445433478;Makassar
Sashenka;18;Turkey;883;3993107641;Vladivostok
Ginnie;8;Northern Mariana Islands;213;6607971435;Antananarivo
Reeba;10;Vanuatu;398;9998033722;Vancouver
Chere;6;Lesotho;357;6162519804;Campo Grande
Aubrie;53;Mayotte;25;0913364335;Accra
Elora;52;Benin;961;8409693329;Sitka
Devina;53;Mauritius;748;2294637442;Iquique
Wanda;3;Jordan;954;8674016338;Tartu
Deedee;18;Mauritius;291;8191212119;Longyearbyen
Anthia;43;Nicaragua;6;4124743534;Jersey City
Romona;18;Christmas Island;323;9191382697;Tokyo
Diena;44;United States;882;2959778088;Los Angeles
Cassandra;37;Austria;322;4032334773;Guatemala City
Dione;17;Faroe Islands;947;3089938492;Pago Pago
Wilma;51;Venezuela;607;0438934892;La Paz
Susan;9;Bermuda;197;1484379102;St. George's
