id,name,age,country,building_code,phone,address
100,Bill,41,Afghanistan,338,"+31　667805﻿9238",gqieVVaC
101,Priscilla,29,Bangladesh,33,(077758 3523,fRnofqnivJ C
102,Robinia,37,"Tanzania, United Republic of",664,+94 (893 532 8116,QhfWWDYsfXFetMCNYTZnoQ
103,Pollyanna,25,"Iran, Islamic Republic Of",584,(195 794 2894,udMzfIfakCkZPNjho
104,Lucille,15,Faroe Islands,618,(977) 061᠎0925,NGHvgUYwHEMBP vTHqT
105,Fayre,20,Norway,701,377 456 1275,YaDzrbViByrPso
106,Janis,48,Portugal,326,191) 709 8940,Y YGyskNKejd czbgPeEdTevpLf
107,Alie,25,"Virgin Islands, U.S.",286,+6660 232.2680,JaIQP rUNuRJCH
108,Latisha,26,India,757,"+9(516 559-9584",JCvJzxhUMWS
109,Arlina,20,Timor-Leste,208,+6 857 0045758,jMmWkmLzKMtSIEzFw
110,Danika,14,"Virgin Islands, British",388,"465) 398
0628",blbVO KdqNJ WyGp uxMOFEO
111,Joceline,24,Tokelau,633,+60 424431 9699," gYnK"
112,Violet,30,Netherlands Antilles,177,+76 (873)-657 2012,OcNKKDvHMeqBzkCBWZvn
113,Cacilie,12,Iraq,253,"611 3064752",CadogXa
114,Cristabel,11,Faroe Islands,493,713)᠎831 6967,LAArdQHaAGIzNpoQimZdvKGfSGCr
115,Aili,29,Switzerland,221,+94 744 386　2085,zmIyYBKafRPxJAO
116,Alexine,47,Norfolk Island,314,+5 (511 272 3266,AfDnuqIf VJeEm
117,Britte,9,Aruba,616,+87 (180 594 7496,KJZu
118,Rayna,22,"Congo, The Democratic Republic of the",586,+95	(378)350　9244," ZYKtR fR"
119,Tierney,21,Burundi,285,"+03﻿527)	217 2056",DEzQLsPQqpuStxekZtvdUmYai
120,Barbi,45,Hungary,559,"(515﻿559 6592",ndpstPJyx sHYNAgKVY
121,Rosabelle,22,Senegal,793,+2 (950)᠎900.6212,XmjOaLTxtg
122,Sindee,7,Venezuela,12,+0 (780)᠎494 0081,FVTmHmBLcI
123,Frank,23,Argentina,50,256) 281 8968,Tq b
124,Alameda,36,Zambia,23,"+38 (888᠎570
4605","NkQ d "
125,Delilah,44,Australia,698,+5 (529᠎495 5596,diVQiMrVuFfRkPztBDd
126,Iseabal,34,Austria,692,976)-301᠎7152,YXeMebtoFmKYXnWzwl
127,Pamella,13,Macao,328,(197) 005　1970,GyXYOxluTGsagDptuwfQTrT
128,Eadie,39,Malta,693,"(549282 9424",hEjLICVESNnrcRqvcTXCZMZGSMB
129,Melina,29,Canada,23,+09	(781 575 4326,YUpbG
130,Angela,36,Sao Tome and Principe,968,(615 382 3937,tbupKawjgLADYRbUyQMWVY qsVhKT
131,Gwenneth,45,Vanuatu,50,"(015 755﻿4552",wlKXUKstlZFb  iHrNDXeEz
132,Donetta,34,Gibraltar,943,(496 256 5776,GLwuORHUMgmvuMRE
133,Dorice,32,Burkina Faso,223,"+6 413230﻿6394",kKh
134,Sybille,17,Colombia,492,+38 864) 046 8994,AUZ
135,Imojean,50,Jersey,527,(730 863 1349,pBpMrvQpdieMBG
