name;age;country;building_code;phone;address
Ronna;1;Azerbaijan;683;3217364208;Monterrey
Danika;19;Turks and Caicos Islands;157;0429672128;Nice
Eve;39;Bhutan;443;7300909401;Bilbao
Tani;13;Cameroon;273;7516345267;Sabha
Frank;1;Australia;174;8094039403;Tehran
Fidelia;22;New Caledonia;397;0891490152;Chiang Mai
Linzy;25;Greenland;891;4530522771;Quito
Winny;19;Turkey;35;3502650833;Nukuʻalofa
Susette;27;Panama;755;3636035709;Geelong
Glenda;18;Bosnia and Herzegovina;955;5845857193;Port Hedland
Ethel;34;Tajikistan;182;4797721773;Okinawa
Quintina;35;Peru;268;1882005694;Novosibirsk
Dawn;34;Monaco;627;4631344176;Kansas City
Gloria;52;Maldives;790;4404637805;Jamestown
Madeleine;59;Philippines;91;1402820605;Panama City
Cacilie;50;Anguilla;64;8108657656;Virginia Beach
Barbara;10;Senegal;453;7056931886;Fukuoka
Leanna;53;Azerbaijan;254;9927195447;Cape Town
Andeee;3;Greenland;678;3196187172;Dushanbe
Loree;39;Cyprus;550;2448615622;Saint-Denis
Ezmeralda;58;Monaco;226;0946997901;St. George's
Ebonee;15;Samoa;150;4087525263;Andorra la Vella
Aurore;23;Greenland;928;1026218016;Palembang
Stephanie;60;Dominica;848;9455314829;Ottawa
Consuela;56;Anguilla;974;4121392956;Jaipur
Nessie;55;Nauru;73;8858464666;Yogyakarta (city)
Carly;45;Venezuela;133;6642971944;Hanoi
Petronia;39;Virgin Islands, U.S.;879;5697231935;Mersin
Ardeen;56;Lebanon;72;1234206742;Ibadan
Liana;7;Timor-Leste;362;7561370284;Hanover
Juliane;40;Mayotte;428;0310995915;Kiev
Robinia;39;Singapore;10;8016523902;Hilo
Tilly;22;Oman;741;2684015597;Xining
Darlleen;38;Kazakhstan;358;2502530530;Ouagadougou
Selia;18;Niger;588;3274076482;Santiago
Pollyanna;46;Venezuela;692;1824135960;Angra do Heroísmo
Robbi;3;Taiwan, Province of China;982;1833869641;Angra do Heroísmo
Kalina;31;Cuba;131;5953958778;Port Vila
Roseline;26;Greece;862;8128881586;Kobe
Zaria;50;Singapore;544;5483379396;Split (city)
Evita;27;Latvia;490;1051714047;Bogor
Latisha;28;Russian Federation;465;8210118131;Francistown
Dania;30;Denmark;508;8075225658;Regina
Minne;39;Japan;794;1126371204;Thimphu
Alie;1;Uruguay;701;3023499801;Lobamba
Kore;53;Saudi Arabia;827;3085651179;San Carlos de Bariloche
Sharai;42;Japan;710;1383798532;Santa Cruz de Tenerife
Letizia;44;Finland;121;8518112725;Bern
Ruthe;16;Congo;458;6895812084;Belize City
Anica;20;Austria;919;0973791133;Wichita
Feliza;7;Heard Island and Mcdonald Islands;732;4226872753;Sana'a
Ivett;4;Sao Tome and Principe;404;8528549413;Perm
Mildrid;6;Pitcairn;297;3583960864;Yerevan
Myrtice;24;Vanuatu;738;7412949001;Birkirkara
Yvonne;1;Colombia;945;3707054531;Timbuktu
Caritta;59;"Lao People""S Democratic Republic";923;3815299507;Gold Coast
Bettine;15;Kyrgyzstan;550;2897545837;Sukhumi
Shannah;7;Romania;333;8778211279;Jamestown
Lanna;49;Moldova, Republic of;761;9323703606;Surat Thani
Lila;15;Argentina;426;2862745258;Valparaíso
Eugine;35;Brunei Darussalam;265;3656506429;Valletta
Glynnis;12;Turks and Caicos Islands;824;7049434735;Ho Chi Minh City
Carlie;50;Belarus;247;0174763688;Geneva
Marcy;17;Mexico;270;4205979129;Valencia
Blondelle;38;Bolivia;712;0698832559;Hai Phong
Kore;50;Saint Lucia;410;2006430566;Calgary
Bill;15;Hungary;33;1070262618;Honolulu
Cecile;25;Austria;392;4559065597;Pontianak
Genevra;3;Romania;160;7331218906;Roseau
Talya;31;Palau;744;5088611028;Rosario
Pierette;31;Cayman Islands;384;4638825019;Louisville
Cherrita;37;Cook Islands;891;0514175661;Samara
Cathie;4;Iceland;741;7617905929;Vitória
Drucie;35;Suriname;919;3632818372;Manzini
Willetta;6;Lesotho;691;9716539982;Stanley
Celestyna;11;Grenada;782;0734443284;Apia
Harmonia;21;Croatia;318;3500534604;Kolkata
Glynnis;2;Macedonia, The Former Yugoslav Republic of;316;1443205905;Bratislava
Kayla;24;Morocco;688;9040476250;Bratislava
Bee;58;Switzerland;704;7033656999;Charlotte
Marcy;33;Trinidad and Tobago;321;5626334920;Kigali
Gwyneth;45;Palestinian Territory, Occupied;157;2107253359;St. Louis
Consuela;42;Dominica;120;1616975390;Bursa
Rosabelle;51;Bulgaria;666;1486186894;Suva
Kimberley;3;Saudi Arabia;909;7645329867;Kharkiv
Candi;32;Latvia;750;2374089268;Singapore
Blake;40;Austria;365;4018351336;Bujumbura
Dorice;35;Jamaica;877;0006096503;Kota Kinabalu
Bobinette;29;Switzerland;518;5918393855;Brikama
Vevay;11;Austria;844;5794495029;Maseru
Fernande;6;Macedonia, The Former Yugoslav Republic of;371;5336709553;Tirana
Bobbi;55;Kazakhstan;262;1688033505;Tiraspol
Hollie;14;Saint Vincent and the Grenadines;808;5506192309;Cuiabá
Pearline;29;Senegal;774;7374547567;Kolkata
Nerta;38;Netherlands;508;3599825128;Nairobi
Steffane;48;Mozambique;640;4995239635;Suva
Grier;50;Christmas Island;568;9300987873;Phoenix
Beatriz;52;Mauritius;486;7790696771;Kansas City
Violet;42;Algeria;548;2575953833;The Hague
Aubrie;56;United Kingdom;727;3647633764;Abuja
