name;age;country;building_code;phone;address
Marita;10;Virgin Islands, British;454;"+01﻿942) 518᠎9778";Lilongwe
Alyssa;12;Reunion;848;+01 (842 972 3449;Kaesong
Frank;14;Cayman Islands;854;"290) 986
3889";Mumbai
Jeanna;54;Niue;210;+01᠎594 038 9612;Forked River
Kerrin;49;Turkmenistan;618;+01 534) 010-2442;Caracas
Joane;5;Papua New Guinea;751;+01 (765) 0429996;Las Vegas
Cristine;20;"Lao People""S Democratic Republic";280;656) 414 5045;Atlanta
Ileana;48;Bhutan;958;"+1 374812 4259";Conakry
Patricia;54;United States;263;+1 (312-3588985;Mexico City
Rani;54;Saint Vincent and the Grenadines;712;"+1 (052)526-5570";Enugu
Kelly;44;Saint Helena;843;"721﻿277　3499";Apia
Ottilie;12;Brunei Darussalam;519;+1 312 572 4559;Dar es Salaam
Alex;22;India;484;"+01
(185)661﻿0692";Sucre
Cathie;43;Philippines;154;+01 022) 222 0472;Mexico City
Dede;46;Guam;563;+1 (761536 0179;Cannes
Kayla;6;Uruguay;40;+01 067 0092320;Los Angeles
Giustina;4;Cuba;694;562 562 1378;Porto Velho
Brana;37;Iraq;306;390) 968 1017;Rochester
Giustina;25;Uganda;339;"(568) 1290505";Nantes
Lexine;1;United Arab Emirates;377;716)338 2874;Seville
Ariela;35;Bermuda;405;428) 241　8022;Nantes
Selia;7;Greece;453;+1 906 371	1168;Marrakech
Tiffie;39;Cape Verde;741;+1 (791　833 7668;London
Brooks;11;Bangladesh;333;"+1
457) 200 5545";Curitiba
Kamilah;28;Latvia;156;(502)	396 1027;Toronto
Coral;9;South Africa;467;"(523) 715
2084";Port Vila
Ezmeralda;25;Angola;534;+1 (445)᠎589　0019;Nanjing
Roz;25;Congo, The Democratic Republic of the;282;"+01930)　785 1608";Nuuk
Jacenta;36;South Georgia and the South Sandwich Islands;41;+01 (594)653 1821;Antananarivo
Gusella;26;Angola;352;"+1
(419)3671110";Kinshasa
Ottilie;53;Barbados;84;487 896 2006;Adelaide
Ronna;28;Cameroon;722;(125) 265᠎9597;Istanbul
Catrina;33;Cocos (Keeling) Islands;792;+1 991 460 3055;Pontianak
Celestyna;28;Saint Lucia;782;+01 903)-3213090;Andorra la Vella
Deirdre;49;Cyprus;477;365 433.7786;Prague
Kristan;28;"Cote D""Ivoire";312;369) 537 2528;Hargeisa
Frieda;19;Argentina;1;+1 (313.975 8247;Koror
Lizzie;51;Trinidad and Tobago;643;"+01 612) 058
4467";Bursa
Marika;57;Niue;98;633) 256 2346;Mexico City
Nollie;39;Kyrgyzstan;237;276 212 4063;Asunción
Coral;38;India;170;041 822 0543;Toulouse
June;53;Northern Mariana Islands;960;"(039 022
3613";Siem Reap
Hettie;49;Iceland;294;+01 (462)　359 0676;Copenhagen
Fidelia;33;Puerto Rico;688;747 711.2509;Dallas
Aeriela;21;Liberia;574;475 230 8161;Maracaibo
Damaris;14;Czech Republic;895;"629641 3210";Accra
Stacey;9;Spain;669;957) 005 4282;Hanoi
Lelah;14;Barbados;129;+01 454) 191 2568;Thiès
Hannis;26;Germany;359;458 456 2757;Horta (Azores)
Noelle;48;French Polynesia;378;"047) 8905977";Lusaka
Imojean;12;Uganda;745;+01067.236 7740;Lyon
Anallese;21;Netherlands;293;"(831)833 5831";San Carlos de Bariloche
Joane;6;Belize;185;"+1
106) 791 2071";Ahmedabad
Valeda;5;Tonga;585;+01 (272 026 9652;Nouakchott
Roslyn;31;"Korea, Democratic People""S Republic of";71;+1 (859)516 6825;Samara
Maurene;5;Madagascar;185;+1᠎(995 586	8818;Cotonou
Chere;49;Tokelau;345;"388) 640﻿7375";Mexicali
Roberta;1;Luxembourg;797;299)᠎253 9767;Accra
Ruthe;1;Montserrat;53;+1 (306 263 9717;Stuttgart
Marika;8;Marshall Islands;140;+1(073 406 8877;Adak
